id,title,main_picture,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,created_at,updated_at,media_type,status,genres,num_episodes,start_season,source,average_episode_duration,rating,background,studios,statistics,movie_ranking
2623,Flanders no Inu (Movie),"{'medium': 'https://api-cdn.myanimelist.net/images/anime/3/75599.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/3/75599l.jpg'}",1997-03-15,1997-03-15,"Nello Daas is a gifted artist residing in a village on the outskirts of Antwerp, Belgium. He earns a living by selling milk in a market in the middle of the city alongside his ailing grandfather. His best friend, Alois Cogez, is the daughter of his callous landlord, who believes that Nello is corrupting his daughter and unbefitting her class. Angered by Alois' closeness to a peasant, her father sends her away to a school in Antwerp to prevent them from meeting again. 

While continuing his daily market runs, Nello stumbles upon an art contest surrounding the famous Peter Paul Rubens—a Flemish artist he holds in high regard. Not only does the contest offer a monetary prize, but it also comes with the opportunity to study art at a school in the same city Alois is studying. Now with a goal in mind, Nello begins to brainstorm the perfect piece, but a series of adversities threatens to end his dreams prematurely.

Yet, through thick and thin, is his loyal dog, Patrasche, whom he saved from the brink of death at the hands of a cruel owner. As Nello endures through various hardships, Patrasche supports him throughout them. Flanders no Inu is a reimagined film that captures the classic story between an innocent boy and his faithful canine best friend as they traverse together until the bitter end.

[Written by MAL Rewrite]",7.85,780,4135,19821,5088,white,2007-06-17T18:30:48+00:00,2022-03-15T03:29:41+00:00,movie,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 13, 'name': 'Historical'}]",1,"{'year': 1997, 'season': 'winter'}",novel,6166,g,,"[{'id': 22, 'name': 'Nippon Animation'}]","{'status': {'watching': '549', 'completed': '6485', 'on_hold': '268', 'dropped': '193', 'plan_to_watch': '12349'}, 'num_list_users': 19844}",179
34504,Seitokai Yakuindomo Movie,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1655/114726.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1655/114726l.jpg'}",2017-07-21,2017-07-21,"Ousai Academy was originally an all-girls high school. Due to the declining birth rates in recent years, it was converted into a co-ed school. The first year male students would find themselves surrounded by girls and unfortunately, Tsuda Takatoshi is one of them. What's worse, he gets scolded on his first day by the student council president Shino Amakusa, which did not give a good first impression of him. Tsuda also meets the other student council members while getting scolded, and in the end, he gets late for class. As an apology for ruining his morning, Shino lets him join the student council for various of ""reasons"" and he accepts it, or rather, he's forced to accept. Thus begins his days as Tsuda soon realizes that he's the only normal student in Ousai Academy...",7.85,787,2551,51360,20551,white,2016-12-09T09:50:59+00:00,2022-03-14T04:15:04+00:00,movie,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 36, 'name': 'Slice of Life'}]",1,"{'year': 2017, 'season': 'summer'}",4_koma_manga,3651,r,,"[{'id': 309, 'name': 'GoHands'}]","{'status': {'watching': '1689', 'completed': '28782', 'on_hold': '702', 'dropped': '312', 'plan_to_watch': '20045'}, 'num_list_users': 51530}",180
30952,New Initial D Movie: Legend 3 - Mugen,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/9/76759.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/9/76759l.jpg'}",2016-02-06,2016-02-06,"After spending his summer racing against some of the best racers in Gunma, Takumi Fujiwara receives a formal challenge from the leader of the Akagi Red Suns, Ryousuke Takahashi. Despite his initial reluctance to get into the hobby, Takumi cannot help but feel excited to go up against the former ""White Comet of Akagi."" In preparation for the battle, Ryousuke downgrades his car, putting his pride and racing career at stake. 

With the title of the fastest racer in all of Gunma on the line, will Takumi and his panda-colored Toyota AE86 be able to defeat Ryousuke's Mazda RX-7 FC? 

[Written by MAL Rewrite]",7.84,790,3989,21716,9896,white,2015-06-11T14:06:47+00:00,2022-03-06T22:52:39+00:00,movie,finished_airing,"[{'id': 3, 'name': 'Cars'}, {'id': 42, 'name': 'Seinen'}, {'id': 30, 'name': 'Sports'}]",1,"{'year': 2016, 'season': 'winter'}",manga,3600,pg_13,"New Initial D Movie: Legend 3 - Mugen was released on Blu-ray and DVD by Sentai Filmworks on June 12, 2018.","[{'id': 537, 'name': 'SANZIGEN'}, {'id': 839, 'name': 'LIDENFILMS'}]","{'status': {'watching': '438', 'completed': '14580', 'on_hold': '190', 'dropped': '191', 'plan_to_watch': '6420'}, 'num_list_users': 21819}",181
33190,Planetarian: Hoshi no Hito,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/10/79771.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/10/79771l.jpg'}",2016-09-03,2016-09-03,"An adaptation of the visual-novel by Key, Planetarian: Hoshi no Hito combines the story of the original work with an expansion that extends the narrative with content from the Hoshi no Hito light-novel sequel. 

In the future after much of the world has been devastated by nuclear and biological warfare, a young scavenger or ""Junker"" exploring a quarantined and abandoned city comes across a service robot still faithfully awaiting customers in the rooftop planetarium of a department store. Against his pragmatic instincts he helps the robot repair the planetarium's projector: a decision which will change both their fates.

(Source: ANN)",7.84,792,2862,41528,12764,white,2016-04-15T10:57:20+00:00,2022-03-12T08:49:57+00:00,movie,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 24, 'name': 'Sci-Fi'}]",1,"{'year': 2016, 'season': 'summer'}",visual_novel,7020,pg_13,,"[{'id': 287, 'name': 'David Production'}]","{'status': {'watching': '1550', 'completed': '17193', 'on_hold': '675', 'dropped': '294', 'plan_to_watch': '21955'}, 'num_list_users': 41667}",182
1921,Urusei Yatsura 2: Beautiful Dreamer,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1999/98665.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1999/98665l.jpg'}",1984-02-11,1984-02-11,"Not all is normal in Tomobiki, even by its standards. The students have been preparing feverishly for the first day of the student fair, which is scheduled to go on the next day. However, problems arise when some begin to notice that the next day simply will not come. As the students begin to try to find the reason for the problem, their beliefs about reality and the world of dreams are challenged.

(Source: ANN)",7.84,797,4609,15349,6859,white,2007-02-09T23:03:25+00:00,2022-03-20T14:07:21+00:00,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 24, 'name': 'Sci-Fi'}]",1,"{'year': 1984, 'season': 'winter'}",manga,5820,pg_13,,"[{'id': 1, 'name': 'Studio Pierrot'}]","{'status': {'watching': '385', 'completed': '9172', 'on_hold': '183', 'dropped': '196', 'plan_to_watch': '5433'}, 'num_list_users': 15369}",183
9465,Break Blade 4: Sanka no Chi,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/11/68085.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/11/68085l.jpg'}",2010-10-30,2010-10-30,Fourth Break Blade Movie.,7.84,801,2462,55593,33679,white,2010-08-30T01:22:40+00:00,2022-03-09T00:48:14+00:00,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 18, 'name': 'Mecha'}, {'id': 38, 'name': 'Military'}, {'id': 27, 'name': 'Shounen'}]",1,"{'year': 2010, 'season': 'fall'}",manga,2961,r,,"[{'id': 10, 'name': 'Production I.G'}, {'id': 27, 'name': 'Xebec'}]","{'status': {'watching': '565', 'completed': '46990', 'on_hold': '336', 'dropped': '223', 'plan_to_watch': '7483'}, 'num_list_users': 55597}",184
35798,Detective Conan Movie 22: Zero the Enforcer,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/12/90104.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/12/90104l.jpg'}",2018-04-13,2018-04-13,"In the film's story, there is a sudden explosion at Tokyo Summit's giant Edge of Ocean facility. The shadow of Tooru Amuro, who works for the National Police Agency Security Bureau as Zero, appears at the site. In addition, the ""triple-face"" character is known as Rei Furuya as a detective and Kogorou Mouri's apprentice, and he is also known as Bourbon as a Black Organization member. Kogorou is arrested as a suspect in the case of the explosion. Conan conducts an investigation to prove Kogorou's innocence, but Amuro gets in his way.

(Source: ANN)",7.84,803,3788,24299,12890,white,2017-06-23T19:38:42+00:00,2022-03-07T03:01:52+00:00,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 7, 'name': 'Mystery'}, {'id': 39, 'name': 'Police'}]",1,"{'year': 2018, 'season': 'spring'}",manga,6600,pg_13,,"[{'id': 73, 'name': 'TMS Entertainment'}]","{'status': {'watching': '477', 'completed': '18578', 'on_hold': '175', 'dropped': '189', 'plan_to_watch': '4978'}, 'num_list_users': 24397}",185
38770,Detective Conan Movie 23: The Fist of Blue Sapphire,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1010/98309.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1010/98309l.jpg'}",2019-04-12,2019-04-12,"The world's greatest blue sapphire, the ""blue lapis fist"", said to have sunk in a pirate ship in the late 19th century, on the coasts of Singapore. A local millionaire plots to retrieve it, and when it's exhibited in an exhibition at the Singaporean Marina Sands hotel, a murder takes place. A bloody Kaitou Kid announcement card is found in the crime scene.

In the meantime, Ran and Sonoko have come to Singapore to see a karate tournament held there. Conan, who doesn't have a passport and can't travel overseas, was supposed to stay at home. But Kid, who wants to make use of him, uses a magical trick to forcibly drag him to Singapore. Conan must obey Kid if he wants to get back to Japan, gets his glasses, wristwatch and clothes, amongst others, all stolen from him and he has to disguise himself.

Ran, who doesn't realize who he is, asks him his name and he improvises the name Arthur Hirai. Kid eventually gets a hold of information about the ""fist"" being stored in a manor's underground vault. Just when he was thinking that he'd made it inside very easily, he finds a dangerous trap awaiting him. Facing him is the strongest karateka with 400 consecutive victories: Makoto Kyogoku.

(Source: Detective Conan World)",7.84,804,3931,22509,11708,white,2018-12-02T15:53:52+00:00,2022-03-06T19:31:38+00:00,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 7, 'name': 'Mystery'}, {'id': 39, 'name': 'Police'}, {'id': 27, 'name': 'Shounen'}]",1,"{'year': 2019, 'season': 'spring'}",manga,6560,pg_13,"As of 7 July 2019, the film has grossed ¥9.1 billion ($82,409,621) domestically, making it one of the top 50 highest-grossing films ever in Japan. The Fist of Blue Sapphire became the highest-grossing Detective Conan film, surpassing Zero the Enforcer.

(Source: Wikipedia)","[{'id': 73, 'name': 'TMS Entertainment'}]","{'status': {'watching': '469', 'completed': '16727', 'on_hold': '153', 'dropped': '167', 'plan_to_watch': '5091'}, 'num_list_users': 22607}",186
40082,Lupin III: The First,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1572/108506.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1572/108506l.jpg'}",2019-12-06,2019-12-06,"The iconic ""gentleman thief"" Lupin III returns in an action-packed, continent-spanning adventure, as Lupin III and his colorful underworld companions race to uncover the secrets of the mysterious Bresson Diary, before it falls into the hands of a dark cabal that will stop at nothing to resurrect the Third Reich. The gang undertakes trap-filled tombs, aerial escapades, and daring prison escapes with the trademark wit and visual finesse that have made Lupin the 3rd one of the most storied animation franchises in the world, in a thrilling new caper that is sure to delight fans old and new.

(Source: GKIDS, edited)",7.83,821,3764,24567,12255,white,2019-07-10T03:38:42+00:00,2022-03-21T14:39:00+00:00,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 7, 'name': 'Mystery'}, {'id': 42, 'name': 'Seinen'}]",1,"{'year': 2019, 'season': 'fall'}",manga,5540,pg_13,,"[{'id': 73, 'name': 'TMS Entertainment'}, {'id': 1296, 'name': 'Marza Animation Planet'}]","{'status': {'watching': '477', 'completed': '15212', 'on_hold': '162', 'dropped': '126', 'plan_to_watch': '8660'}, 'num_list_users': 24637}",187
41674,Aria the Crepuscolo,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1934/111002.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1934/111002l.jpg'}",2021-03-05,2021-03-05,"The season is fall and the city of Neo-Venezia is covered in fallen leaves. Something is bothering Anya, who works at Orange Planet. Her senior colleagues Alice and Athena haven't seen each other due to their busy schedules, which is making Athena feel sad. But for some reason, Alice seems to be avoiding her altogether. With her friends Ai and Azusa's help, Anya tries to find a definitive way for Alice and Athena to get together. But during this time, Anya learns of a situation that only she can see because of where she stands.

(Source: Shochiku)",7.82,822,5750,8860,1974,white,2020-04-14T05:35:57+00:00,2022-03-21T02:19:04+00:00,movie,finished_airing,"[{'id': 10, 'name': 'Fantasy'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}, {'id': 36, 'name': 'Slice of Life'}]",1,"{'year': 2021, 'season': 'winter'}",manga,3605,pg_13,"ARIA The CREPUSCOLO is a brand new animated film that revolves around the members of Orange Planet. A brand new original story was written and illustrated by Kozue Amano specifically for the movie.

(Source: Shochiku)","[{'id': 7, 'name': 'J.C.Staff'}]","{'status': {'watching': '224', 'completed': '2491', 'on_hold': '132', 'dropped': '56', 'plan_to_watch': '6000'}, 'num_list_users': 8903}",188
