id,title,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,media_type,status,genres,num_episodes,source,average_episode_duration,rating,studios,special_ranking,broadcast_day_of_the_week,broadcast_start_time,start_season_year,start_season_season,statistics_watching,statistics_completed,statistics_on_hold,statistics_dropped,statistics_plan_to_watch,statistics_num_list_users,positive_viewership_fraction,negative_viewership_fraction
8197,So Ra No Wo To Specials,2010-06-23,2010-09-22,"Two extra episodes included in the Blu-ray and DVD volumes 4 and 7 of ""Sora no Woto"".

The first, episode 7.5, takes place during the series. Felicia proposes a mock battle between the maidens after Kanata sees Rio opening the door to the distillery. If Kanata can win, they'll tell her the truth about the secret room. However, things get out of hand when alcohol gets involved!

The second, episode 13, takes place after the series ends. One of the local children asks Kanata what her dream is. Unable to answer, Kanata talks to the other characters about their dreams and goals.",7.54,1534,3712,25272,14163,white,special,finished_airing,"[{'id': 38, 'name': 'Military'}, {'id': 19, 'name': 'Music'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 36, 'name': 'Slice of Life'}]",2,original,1459,pg_13,"[{'id': 56, 'name': 'A-1 Pictures'}]",120,,,2010.0,spring,430.0,19807.0,377.0,203.0,4468.0,25285.0,0.9771,0.0229
19511,Naruto: Shippuuden - Sunny Side Battle,2013-10-06,2013-10-06,"Back at their childhood home, siblings Itachi and Sasuke Uchiha experience an unusual morning together when Itachi becomes obsessed with cooking the perfect fried egg for Sasuke. Despite being completely focused on the task, he continuously fails to achieve the desired result. As Sasuke marvels at his brother's seemingly unnecessary behavior, he comes to realize that there is more than meets the eye to Itachi's efforts.

[Written by MAL Rewrite]",7.53,1540,2342,60258,32702,white,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 47, 'name': 'Gourmet'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",1,original,660,pg_13,"[{'id': 1, 'name': 'Studio Pierrot'}]",121,,,2013.0,fall,773.0,50713.0,381.0,285.0,8143.0,60295.0,0.989,0.011
3165,Hidamari Sketch Specials,2007-10-18,2007-10-18,Sequel of the Hidamari Sketch TV series.,7.53,1567,4224,19029,10541,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}, {'id': 42, 'name': 'Seinen'}, {'id': 36, 'name': 'Slice of Life'}]",2,4_koma_manga,1440,pg_13,"[{'id': 44, 'name': 'Shaft'}]",122,,,2007.0,fall,204.0,15076.0,194.0,140.0,3438.0,19052.0,0.9825,0.0175
6793,"Kuroshitsuji: Sono Shitsuji, Kougyou",2009-09-30,2009-09-30,"Earl Ciel Phantomhive's Funtom Corporation is sponsoring a charity performance of Hamlet to be shown to a group of poor children as a celebration of its third anniversary. However, when the theater company hired for the stage play is suddenly delayed and won't make it in time for the scheduled performance, the company is faced with a dilemma. With the promise of plenty of press coverage, Ciel must find a way to rectify the situation and commands his butler, Sebastian Michaelis, to ensure the success of the play.

But with a haphazard ensemble of amateur actors—including Ciel, his fiancée Elizabeth Midford, his servants, and many others—how can they possibly put on the show in time?

[Written by MAL Rewrite]",7.53,1571,1631,105408,53987,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 6, 'name': 'Demons'}, {'id': 13, 'name': 'Historical'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",1,manga,1599,pg_13,"[{'id': 56, 'name': 'A-1 Pictures'}]",123,,,2009.0,summer,1337.0,84705.0,639.0,464.0,18321.0,105466.0,0.9895,0.0105
1003,Aa! Megami-sama! (TV) Specials,2005-04-01,2005-12-23,"Due to the recent events that happened on the last episodes of the season, the Goddess have some stability problems with their body systems. The always adult looking Urd becomes a little girl and has a fateful encounter with a boy, whereas little Skuld becomes an adult and wants to experiment adulthood together with Keiichi.",7.52,1574,3691,25613,13575,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 22, 'name': 'Romance'}, {'id': 42, 'name': 'Seinen'}, {'id': 37, 'name': 'Supernatural'}]",3,manga,1440,pg_13,"[{'id': 48, 'name': 'AIC'}]",124,,,2005.0,spring,378.0,20594.0,364.0,215.0,4065.0,25616.0,0.9774,0.0226
11359,Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,2011-08-02,2011-08-02,Special episode about Trunks going back to the future and fighting the Androids. Also known as episode 98 of Dragon Ball Kai.,7.52,1578,2819,42446,23822,white,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",1,manga,1405,pg_13,"[{'id': 18, 'name': 'Toei Animation'}]",125,,,2011.0,summer,499.0,36320.0,269.0,294.0,5086.0,42468.0,0.9867,0.0133
13245,Shin Tennis no Ouji-sama Specials,2012-04-20,2013-04-24,"Shouhei Zenya (The Night Before The Invitation)
Prior to the U-17 training camp invitations, the middle schoolers spend their last few days of leisure relaxing and goofing off with each other. 

Kami no Ko vs Koutei (Child of God vs. Emperor)
The tiebreaker-style elimination match between Rikkai University-Affiliated Middle School's Seiichi Yukimura and Genichirou Sanada pits two of the ""Three Demons'' against each other. As the two fight to stay in the camp, the history between the ""Child of God"" and the ""Emperor'' is revealed.

Densetsu wo Tsugusha-tachi (The One That Stands On Top)
In the next set of tiebreaker-style elimination matches, Shitenhouji Middle School's Kenya Oshitari and Kuranosuke Shiraishi must face off. As both players have been harboring heavy feelings since the Nationals one year prior, they decide to settle it in this high-stakes match.

Shousha no Imi (What it Means to be a Winner)
Following the elimination matches, the winners are treated to a luxurious experience after a brutal training session. Some of the middle schoolers contend with each other over the point of the camp now that the losers are gone. They decide to settle their disagreements in the most appropriate way possible: by playing table tennis.

Otoko-tachi no Kizuna (Bonds Between Men)
After Hyoutei Academy's Choutarou Ootori loses his first court shuffle match, he becomes disheartened and begins to question if he deserves to stay in the camp. Rikkai's Bunta Marui decides to give him some advice to help him overcome his defeat.

Tenshi to Seijo (Angel and Bible)
The court shuffle matches between Courts 3 and 5 pairs Rikkai's Akaya Kirihara and Shitenhouji's Kuranosuke Shiraishi together. As the game grows progressively more difficult, Kirihara becomes agitated by their opponents. Remembering a promise he made to Kirihara's teammate, Shiraishi must prevent the young boy from losing control of his temper at all costs.

Himitsu no Ouji-sama (Prince of Secrets)
The middle schoolers become restless and irritated when the camp's food supply begins to run low from a harsh storm. Seishun Academy's Satoshi Horio must deliver a bag to his teammate, Ryouma Echizen, but the angry middle schoolers start to believe that he is hiding food from them. In an attempt to claim the bag's contents, they all begin to fight each other as Horio tries to outsmart and run past them.

[Written by MAL Rewrite]
",7.52,1590,5341,10592,4202,white,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",7,manga,1380,pg_13,"[{'id': 10, 'name': 'Production I.G'}, {'id': 463, 'name': 'M.S.C'}]",126,,,2012.0,spring,569.0,6947.0,370.0,204.0,2508.0,10598.0,0.9458,0.0542
33338,One Piece: Heart of Gold,2016-07-16,2016-07-16,"A girl named Olga is pursued by both the World Government and a man named Mad Treasure, as she is the only one who knows the location of the Pure Gold, a substance that can buy the entire world. Olga ends up sailing with the Straw Hat Pirates, and they journey to find the Pure Gold on the lost island of Alchemi, which is located inside the stomach of a large angler fish named Bonbori.

(Source: IMDb)",7.51,1595,2324,60879,32919,white,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",1,manga,6255,pg_13,"[{'id': 18, 'name': 'Toei Animation'}]",127,,,2016.0,summer,1014.0,48788.0,382.0,236.0,10697.0,61117.0,0.9899,0.0101
38938,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai Picture Drama,2018-12-19,2019-05-15,Picture drama episodes included on the DVD/Blu-ray Volumes of Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai.,7.51,1597,2152,69330,22253,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 22, 'name': 'Romance'}]",5,light_novel,480,pg_13,"[{'id': 1835, 'name': 'CloverWorks'}]",128,,,2018.0,fall,4578.0,31764.0,1490.0,1527.0,30219.0,69578.0,0.9566,0.0434
2198,Aa! Megami-sama!: Sorezore no Tsubasa Specials,2007-02-23,2007-02-23,"When Keiichi found his grandpa's diary and saw a treasure map inside, Skuld and Urd started to feel a great urge to search it. With the company of his friends, Keiichi arrives to Honda Inn, the place indicated on the map. Once the party is inside, they meet Honda Chieko, who seems to share a certain promise with Keiichi. Apart from all that confusion, it's time for Keiichi to have enough courage to say the words ""I love you"" to Belldandy.",7.51,1602,3806,24078,12051,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 22, 'name': 'Romance'}, {'id': 42, 'name': 'Seinen'}, {'id': 37, 'name': 'Supernatural'}]",2,manga,1440,pg_13,"[{'id': 48, 'name': 'AIC'}]",129,,,2007.0,winter,365.0,18264.0,311.0,201.0,4941.0,24082.0,0.9787,0.0213
1478,City Hunter: Goodbye My Sweetheart,1997-04-25,1997-04-25,"Ryo Saeba (aka the City Hunter), is a private detective in the city of Tokyo. Together with sidekick Kaori Makimura, Ryo is hired by actress Emi Makaze to find her long lost brother. The woman's brother turns out to be ""The Professor"", a dillusional ex-soldier who's planing to destroy the Shinjuku district of Tokyo. Kaori is assigned to guard Emi, but they both get caught up in the Professor's scheme. The City Hunter must save them, without allowing downtown Tokyo to be destroyed. 

(Source: ANN)",7.51,1606,6604,6269,2616,white,special,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 27, 'name': 'Shounen'}]",1,unknown,5400,pg_13,"[{'id': 14, 'name': 'Sunrise'}]",130,,,1997.0,spring,143.0,3867.0,101.0,88.0,2080.0,6279.0,0.9699,0.0301
12725,Initial D: Project D to the Next Stage - Project D e Mukete,2003-03-22,2003-03-22,"A special that comes with the Fourth Stage DVD-BOX. It is comprised of a recap from First Stage to Third Stage, along with staff commentary and sneak preview of the making of the Fourth Stage.",7.51,1614,5571,9519,3281,white,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 3, 'name': 'Cars'}, {'id': 8, 'name': 'Drama'}, {'id': 42, 'name': 'Seinen'}, {'id': 30, 'name': 'Sports'}]",1,manga,4200,pg_13,[],131,,,2003.0,winter,245.0,5795.0,115.0,166.0,3203.0,9524.0,0.9705,0.0295
16934,Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel,2013-06-19,2013-06-19,"Although Yuuta Togashi and Rikka Takanashi have just started dating, they do not know how to progress their young relationship. Due to both of them being shy, neither of them are capable of making the first move. Rikka decides to ask her class representative Shinka Nibutani for some love advice, and she advises Rikka get closer to Yuuta during the Christmas season. Following the suggestion of Yuuta's friend, Makoto Isshiki, they hold a Christmas party at Sanae Dekomori’s place.

During the party, Yuuta notices Rikka has gone missing and searches for her. When he finds Rikka, he notices that she is acting strange and quickly figures out that she and Sanae are both drunk! How will this Christmas party turn out for the budding couple?

[Written by MAL Rewrite]",7.5,1627,947,201895,117137,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 36, 'name': 'Slice of Life'}]",1,light_novel,1440,pg_13,"[{'id': 2, 'name': 'Kyoto Animation'}]",132,,,2013.0,spring,2703.0,167081.0,1127.0,809.0,30258.0,201978.0,0.9904,0.0096
36064,Fate/Grand Order,2014-12-27,airing,Assorted commercials and collaborations for the Fate/Grand Order mobile RPG. These short animations are posted to Type-Moon's official YouTube channel and advertise the game itself or promote a new game event (eg. Dead Heat Summer Race! for summer 2017). The animation is unique to these commercials and is not present in the mobile game nor in the TV special of Fate/Grand Order.,7.5,1631,3438,29553,4911,white,special,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}]",0,game,15,pg,"[{'id': 1087, 'name': 'Lay-duce'}]",133,,,2014.0,fall,8337.0,4.0,1675.0,1033.0,18503.0,29552.0,0.9084,0.0916
5419,Paniponi Dash!: Danjite Okonaeba Kishin mo Kore wo Saku,2009-04-15,2009-04-15,Paniponi Dash! special included in the DVD-Box.,7.5,1646,5652,9203,4325,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 20, 'name': 'Parody'}, {'id': 23, 'name': 'School'}]",1,manga,1860,pg_13,"[{'id': 44, 'name': 'Shaft'}]",134,,,2009.0,spring,148.0,6356.0,130.0,94.0,2478.0,9206.0,0.9757,0.0243
39477,Shingeki no Kyojin Season 3 Specials,2018-10-17,2019-09-18,Shingeki no Kyojin Season 3 DVD/BD specials. They are chibi parody shorts; one video was included on each of the DVD/BDs for a total of four. Each video contained three stories (essentially chibi parody short episode 38–49) which continued the chibi parody story from the previous chibi parody specials included on the DVD/BDs of the previous seasons.,7.5,1652,3637,26503,6793,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 20, 'name': 'Parody'}, {'id': 27, 'name': 'Shounen'}]",7,manga,134,g,"[{'id': 858, 'name': 'Wit Studio'}]",135,,,2018.0,fall,1159.0,11601.0,594.0,492.0,12782.0,26628.0,0.9592,0.0408
14189,Tasogare Otome x Amnesia: Taima Otome,2012-11-28,2012-11-28,"Tired of Yuuko's antics for causing more ghost stories to be spread amongst the students, Kirie challenges her to a series of games which if Yuuko loses, she must behave.

(Source: Wikipedia)",7.5,1654,2084,72576,40672,white,special,finished_airing,"[{'id': 14, 'name': 'Horror'}, {'id': 7, 'name': 'Mystery'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",1,manga,1440,r,"[{'id': 300, 'name': 'SILVER LINK.'}]",136,,,2012.0,fall,1106.0,57097.0,516.0,238.0,13648.0,72605.0,0.9896,0.0104
13587,Persona 4 the Animation: No One is Alone,2012-08-22,2012-08-22,New episode included with the 10th blu-ray volume. The episode will adapt the true ending from the original PS2 game.,7.49,1668,2808,42783,22334,white,special,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 7, 'name': 'Mystery'}, {'id': 23, 'name': 'School'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 31, 'name': 'Super Power'}, {'id': 37, 'name': 'Supernatural'}]",1,game,1800,pg_13,"[{'id': 88, 'name': 'AIC ASTA'}]",137,,,2012.0,summer,538.0,30848.0,313.0,199.0,10897.0,42795.0,0.988,0.012
13629,Furiko,2012-03-16,2012-03-16,"Furiko, meaning ""pendulum,"" shows the highs and lows of a family of two—a high schooler, and his future wife, whom he rescues from delinquents. From the brilliant mind of comedian Tekken, comes a heartwarming story of a couple overcoming their differences even as they struggle through life. Not a moment goes by without meaning or expression in these four and a half minutes.

[Written by MAL Rewrite] 

In December of 2018, Tekken released an extended cut of film which features new music and adds one-and-a-half minutes of runtime.",7.49,1679,4290,18472,12039,white,special,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 19, 'name': 'Music'}, {'id': 22, 'name': 'Romance'}, {'id': 36, 'name': 'Slice of Life'}]",1,original,270,g,[],138,,,2012.0,winter,146.0,15429.0,62.0,91.0,2756.0,18484.0,0.9917,0.0083
17273,Hetalia: The Beautiful World Specials,2013-04-24,2013-10-30,"Special episodes released with the Hetalia: The Beautiful World BD/DVDs.

Include 4 episodes:

Extra 1: Buon San Valentino - First Part
Extra 2: Buon San Valentino - Last Part
Extra 3: The Centennial Gift
Extra 4: Liechtenstein and the Hedgehog Country",7.49,1685,4409,17267,7028,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 13, 'name': 'Historical'}, {'id': 20, 'name': 'Parody'}]",4,web_manga,300,pg_13,"[{'id': 37, 'name': 'Studio Deen'}]",139,,,2013.0,spring,441.0,11534.0,267.0,261.0,4766.0,17269.0,0.9694,0.0306
9366,Kaichou wa Maid-sama!: Omake dayo!,2011-05-11,2011-05-11,"Extra episode included in Blu-ray and DVD volume 10, entitled ""Omake dayo (It's an extra!)"".",7.49,1688,1479,118042,61399,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}, {'id': 25, 'name': 'Shoujo'}]",1,manga,800,pg_13,"[{'id': 7, 'name': 'J.C.Staff'}]",140,,,2011.0,spring,1578.0,96494.0,758.0,413.0,18888.0,118131.0,0.9901,0.0099
31553,Charlotte: Tsuyoimono-tachi,2016-03-30,2016-03-30,"Takehito Kumagami's clairvoyance leads his group of friends to another child with supernatural powers: Iori Sekiguchi, a mind reader. However, as they try to approach her, they realize her power makes her nearly impossible to pin down. Having been chosen by the club to handle this case, Nao Tomori and Yuu Otosaka must find a way to get around the child's unique ability before it is too late.

[Written by MAL Rewrite]",7.48,1698,1184,159121,90254,white,special,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 23, 'name': 'School'}, {'id': 31, 'name': 'Super Power'}]",1,original,1444,pg_13,"[{'id': 132, 'name': 'P.A. Works'}]",141,,,2016.0,winter,2137.0,131272.0,896.0,501.0,24941.0,159747.0,0.9913,0.0087
7902,Fullmetal Alchemist: Brotherhood - 4-Koma Theater,2009-08-26,2010-11-24,Short specials from the DVDs/BDs.,7.48,1702,2457,55801,25132,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 38, 'name': 'Military'}, {'id': 20, 'name': 'Parody'}]",16,4_koma_manga,150,pg_13,"[{'id': 4, 'name': 'Bones'}]",142,,,2009.0,summer,1300.0,37537.0,1052.0,764.0,15174.0,55827.0,0.9675,0.0325
10497,Hetalia World Series Specials,2011-03-25,2012-09-24,"Extra episodes of Hetalia World Series. 

Includes:
- Hetalia Extra 1: Chatty Nordics
- Hetalia Extra 2: Celebrating Halloween
- Hetalia Extra 3: Previously in Hetalia
- Hetalia Extra 4: Hetalia = Fantasia ",7.48,1703,3879,23040,10756,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 13, 'name': 'Historical'}, {'id': 20, 'name': 'Parody'}]",4,web_manga,300,pg_13,"[{'id': 37, 'name': 'Studio Deen'}]",143,,,2011.0,winter,566.0,16551.0,408.0,279.0,5246.0,23050.0,0.9702,0.0298
10469,Sayonara Zetsubou Sensei Special,2012-01-31,2012-01-31,"A new special episode that was distributed to those who purchase all three Blu-ray box sets of Sayonara Zetsubou Sensei series on January 31, 2012. ",7.48,1709,4425,17110,7110,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 7, 'name': 'Mystery'}, {'id': 20, 'name': 'Parody'}, {'id': 27, 'name': 'Shounen'}]",1,manga,1440,r,"[{'id': 44, 'name': 'Shaft'}]",144,,,2012.0,winter,310.0,10829.0,223.0,130.0,5631.0,17123.0,0.9794,0.0206
2424,"Suteki Desu wa, Sakura-chan! Tomoyo no Cardcaptor Sakura Katsuyaku Video Nikki!",1998-09-25,1999-09-25,These are 3 episodes of about 6 minutes of pure CCS fun! Refer to any point during the series.,7.48,1714,3631,26610,12952,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 25, 'name': 'Shoujo'}]",3,manga,300,g,"[{'id': 11, 'name': 'Madhouse'}]",145,,,1998.0,summer,316.0,20340.0,298.0,182.0,5484.0,26620.0,0.982,0.018
11889,The iDOLM@STER: 765 Pro to Iu Monogatari,2012-06-28,2012-06-28,"This special received a TV airing on June 17, 2012. The 9th Blu-ray volume containing episodes 24-26 was released on June 28, 2012.",7.47,1730,4014,21430,10613,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 19, 'name': 'Music'}]",1,game,1450,pg_13,"[{'id': 56, 'name': 'A-1 Pictures'}]",146,,,2012.0,spring,332.0,15090.0,211.0,158.0,5642.0,21433.0,0.9828,0.0172
16273,Acchi Kocchi: Place=Princess,2012-11-07,2012-11-07,Episode 13 of Acchi Kocchi that was included in Vol.6. ,7.47,1733,2455,55852,30661,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 36, 'name': 'Slice of Life'}]",1,4_koma_manga,1423,pg_13,"[{'id': 48, 'name': 'AIC'}]",147,,,2012.0,fall,869.0,45090.0,406.0,274.0,9232.0,55871.0,0.9878,0.0122
31665,Hibike! Euphonium: Kakedasu Monaka,2015-12-16,2015-12-16,"After the Kitauji High School concert band's auditions for club member participation in the Kyoto Prefectural Concert Band competition, 10 members fail to pass the strict evaluation. Despite being unable to play with the rest of the wind ensemble, the group—who decide to name themselves Team Monaka—is determined to support their peers in any way possible until the day of the competition.

From carrying supplies to creating monaka-shaped good-luck charms, Team Monaka's efforts prove to be pivotal for the unforgettable, bittersweet summer in the concert band's journey toward nationals.

[Written by MAL Rewrite]",7.47,1743,2640,48781,28041,white,special,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 19, 'name': 'Music'}, {'id': 23, 'name': 'School'}]",1,novel,1410,pg_13,"[{'id': 2, 'name': 'Kyoto Animation'}]",148,,,2015.0,fall,603.0,39382.0,338.0,144.0,8456.0,48923.0,0.9901,0.0099
3449,Kamichu! Specials,2005-11-23,2006-03-29,"Episodes that were only released on the DVD afterwards and didn't air on TV. Episode numbers: 7.5, 9.5, 10.5, 12.5.

For a complete list of episodes and the order they're included in the Kamichu! DVD/BD box set, see the More Info tab.",7.47,1749,5394,10295,5615,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 36, 'name': 'Slice of Life'}, {'id': 37, 'name': 'Supernatural'}]",4,original,1740,pg,"[{'id': 112, 'name': ""Brain's Base""}]",149,,,2005.0,fall,193.0,7570.0,197.0,104.0,2239.0,10303.0,0.9708,0.0292
22763,Kara no Kyoukai Movie: Mirai Fukuin - Extra Chorus,2013-09-28,2013-09-28,"Mikiya Kokutou gives Shiki Ryougi a cat to watch, as he will be away for a little while. Though Shiki protests, he leaves the cat anyway, and Shiki is stuck trying to understand her new feline companion. But as luck would have it, the cat seems to have taken a liking to Mikiya and misses him.

Later in another part of the city, Ririsu Miyazuki visits the place where her dear friend committed suicide. She intends to end her life as well, but she meets Fujino Asagami, a blind classmate with a traumatic past. Though the two girls don't have much in common, Asagami reminds Miyazuki of her lost friend and helps her understand her pain.

Two months later, Mikiya elects to celebrate New Year's with Shiki instead of his family, which makes his sister Azaka very upset, leading to her spending the holiday with her school friends. As the snow begins to fall, Mikiya reflects on what he wishes for most of all: that Shiki's life be filled with happiness.

[Written by MAL Rewrite]",7.47,1750,2840,42182,22365,white,special,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 7, 'name': 'Mystery'}, {'id': 42, 'name': 'Seinen'}, {'id': 37, 'name': 'Supernatural'}]",1,manga,1920,r,"[{'id': 43, 'name': 'ufotable'}]",150,,,2013.0,summer,892.0,30126.0,482.0,183.0,10512.0,42195.0,0.9842,0.0158
10067,Angel Beats!: Another Epilogue,2010-12-22,2010-12-22,"Disillusioned with the afterlife, a new student causes a scene during a classroom test and expresses his doubts about whether getting good grades can really lead to escaping the school and ascending to Heaven. Afterwards,  he is confronted by the new student council president—a familiar face whose past experiences give him powerful insight into the true nature of the school and first-hand knowledge regarding the futility of rebellion.

[Written by MAL Rewrite]",7.46,1752,831,228197,136014,white,special,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 23, 'name': 'School'}, {'id': 37, 'name': 'Supernatural'}]",1,original,159,pg_13,"[{'id': 132, 'name': 'P.A. Works'}]",151,,,2010.0,fall,1685.0,198628.0,1102.0,535.0,26340.0,228290.0,0.9928,0.0072
27601,Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars,2014-09-17,2014-09-17,"One normal school day, Rikka Takanashi notices Makoto Isshiki secretly passing a flash drive to Yuuta Togashi. Curious, Rikka talks to her friends about the case, who agree that Yuuta is hiding something from her. They decide to discover the contents of the flash drive by any means necessary, but to their surprise, it merely contained pictures of an idol that Yuuta adored back in middle school. However, Rikka takes offense, as she claims that this breaks their contract as lovers and demands Yuuta to return the flash drive.

Although having seen Yuuta return the flash drive, she still felt uncertain about the situation. This leads to her sneaking into Yuuta's room during the night, only to find out that the flash drive had not been returned! Scanning through its contents, she hurriedly rushes to bed when Yuuta enters her room. To her terror, she finds the flash drive crushed due to her negligence in keeping it in a safe place. Yuuta quickly finds out and demands an apology. However, Rikka too, demands an apology from him, resulting in both of them refusing to be the one to apologize first. Will the two lovebirds be able to resolve their argument?

[Written by MAL Rewrite]",7.46,1754,1500,115870,61349,white,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 36, 'name': 'Slice of Life'}]",1,light_novel,1440,pg_13,"[{'id': 2, 'name': 'Kyoto Animation'}]",152,,,2014.0,summer,1861.0,90096.0,960.0,497.0,22463.0,115877.0,0.9874,0.0126
34103,Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,2016-09-29,2016-09-29,"The Future Foundation is in shambles after the Final Killing Game and the revelation of the true culprit. As a desperate plot arises from one of the survivors to rid the world of despair once and for all, the remaining Future Foundation members must band together to stop this atrocity from taking place. Fortunately, they find themselves with help from a group of unlikely allies as they race against the clock to stop their world from being changed.

In this finale to the Hope's Peak storyline of the Danganronpa series, the players in this neverending death game begin to understand the true meaning behind despair, hope, and atonement.

[Written by MAL Rewrite]",7.46,1755,1181,159871,93923,white,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 14, 'name': 'Horror'}, {'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}]",1,visual_novel,1440,r,"[{'id': 456, 'name': 'Lerche'}]",153,,,2016.0,summer,2726.0,129969.0,1122.0,758.0,25746.0,160321.0,0.9883,0.0117
31389,Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day,2015-10-07,2015-10-07,"As the Fifth Holy Grail War reaches its conclusion, Saber repeats her final duty from the previous war in order to end the vicious cycle once and for all. With the decisive blow draining her remaining mana reserves, Saber's body begins to dissipate. She utters a tearful farewell—but Rin Toosaka reaches out to her at the last moment. 

The future has been changed, and a new beginning awaits.

[Written by MAL Rewrite]",7.46,1757,1751,95997,55439,white,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 37, 'name': 'Supernatural'}]",1,visual_novel,583,pg_13,"[{'id': 43, 'name': 'ufotable'}]",154,,,2015.0,fall,1347.0,78605.0,643.0,251.0,15514.0,96360.0,0.9907,0.0093
10471,Ie Naki Ko Remy Specials,1997-06,1997-06,Three unaired episodes that conclude Ie Naki Ko Remy's story.,7.46,1763,9421,2209,988,white,special,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}]",3,novel,1418,pg,"[{'id': 22, 'name': 'Nippon Animation'}]",155,,,1997.0,spring,69.0,1492.0,35.0,66.0,546.0,2208.0,0.9543,0.0457
