id,title,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,media_type,status,genres,num_episodes,source,average_episode_duration,rating,studios,ova_ranking,broadcast_day_of_the_week,broadcast_start_time,start_season_year,start_season_season,statistics_watching,statistics_completed,statistics_on_hold,statistics_dropped,statistics_plan_to_watch,statistics_num_list_users,positive_viewership_fraction,negative_viewership_fraction
34152,Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono,2017-01-12,2017-01-12,"At Hope's Peak Academy, a school full of extraordinarily talented individuals, Nagito Komaeda is an ordinary boy with no special traits or interesting skills to speak of—except for his incredible unluckiness. Just walking to school in the morning leads to a number of unfortunate accidents, which only escalate as the day goes on. Despite this, Komaeda leads a relatively normal life and is satisfied with his modest slice of happiness.

But everything changes when a mysterious boy who declares himself the ""Destroyer of the World"" arrives to shatter this hopeless paradise.

[Written by MAL Rewrite]",7.16,3133,1828,89701,47125,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 14, 'name': 'Horror'}, {'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}]",1,visual_novel,1510,r,"[{'id': 456, 'name': 'Lerche'}]",383,,,2017.0,winter,1660.0,67946.0,667.0,356.0,19357.0,89986.0,0.9886,0.0114
1731,Tales of Symphonia The Animation: Sylvarant-hen,2007-06-08,2007-12-21,"Two worlds exist, both unaware of the existance of the other. In order for one world to flourish, the other will have to perish. On the perishing world, a Chosen one is sent on a journey to restore that world's mana by awakening the Spirits and becoming an angel. Colette Brunel, the Chosen of Sylvarant, sets out on her journey accompanied by her best friends Lloyd Irving and Genis Sage. As they travel further they meet more friends and even more enemies, while they learn more and more about the truth behind the World Regeneration. 

(Source: ANN) ",7.16,3134,2604,49786,21722,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 17, 'name': 'Martial Arts'}]",4,game,1943,pg_13,"[{'id': 43, 'name': 'ufotable'}]",384,,,2007.0,spring,1859.0,28626.0,1483.0,1204.0,16647.0,49819.0,0.9461,0.0539
35000,To LOVE-Ru: Multiplication - Mae kara Ushiro kara,2017-11-02,2017-11-02,"On what would typically be another ordinary day, Lala Satalin Deviluke takes one of her recent inventions—a robotic cat with cloning powers—to school for a chance to show it to Rito Yuuki. Upon accidentally touching the gadget, Rito begins repeatedly duplicating himself, and the school is soon entirely overrun by a horde of his clones.

The only way to deactivate the cat is to hold its tail; however, its agility makes this a challenge. Will Rito's army of himself be able to catch it, or will the Earth be flooded by an unstoppable wave of duplicates?

[Written by MAL Rewrite]
",7.16,3138,2922,40194,17374,white,ova,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 9, 'name': 'Ecchi'}, {'id': 35, 'name': 'Harem'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}]",1,manga,720,r+,"[{'id': 27, 'name': 'Xebec'}]",385,,,2017.0,fall,1226.0,26540.0,499.0,261.0,11831.0,40357.0,0.9812,0.0188
8171,One Piece Recap,2010-03-17,2010-03-17,A recap OVA summarizing the ten-year TV series up to the Impel Down arc.,7.15,3149,4208,19095,7735,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",1,manga,1775,pg_13,"[{'id': 18, 'name': 'Toei Animation'}]",386,,,2010.0,winter,383.0,13503.0,242.0,333.0,4651.0,19112.0,0.9699,0.0301
10825,Ranma ½: Battle ga Ippai 29-nin no Korinai Yatsura,1995-03-03,1995-03-03,"This special, known in Japan as ""Batoru Kaiibai 29 Hitou Korinai Yatsura,"" was available through the Kitty Animation Circle making it a difficult item to come by. It contained clips from twenty-nine of Ranma's most memorable opponents from the television series. 

(Source: furinkan.com/ranma/anime/specials.html)",7.15,3153,7654,4339,1318,white,ova,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 36, 'name': 'Slice of Life'}]",1,unknown,1461,pg_13,[],387,,,1995.0,winter,100.0,2443.0,90.0,107.0,1601.0,4341.0,0.9546,0.0454
33033,Starmyu OVA,2016-07-27,2016-09-21,"After a successful Ayanagi Festival, Yuuta Hoshitani and the members of Team Ootori celebrate the beginning of a new year and their final semester as first years at Ayanagi Academy. However, with Itsuki Ootori expelled from the Kao Council, Team Ootori no longer qualifies as a Star Team. Stripped of their privileges, they also will not be allowed to participate in the upcoming graduation ceremony. Desperate to get their mentor back, Hoshitani and the others hatch a plan to convince the Kao Council to allow Ootori to reassume his former position.

[Written by MAL Rewrite]",7.15,3158,6389,6806,2259,white,ova,finished_airing,"[{'id': 19, 'name': 'Music'}, {'id': 23, 'name': 'School'}, {'id': 36, 'name': 'Slice of Life'}]",2,original,1430,pg_13,"[{'id': 1075, 'name': 'C-Station'}]",388,,,2016.0,summer,198.0,3522.0,107.0,153.0,2834.0,6814.0,0.9618,0.0382
9055,Tamayura,2010-09-06,2010-12-06,"As a child, Fuu ""Potte"" Sawatari and her late father would often visit his hometown of Takehara and take pictures of the surroundings together. Now, five years since their last visit, Fuu and her family have moved to the town so that she can start attending high school. Although her father has been deceased for some time, Fuu carries on his legacy through her love of photography and the pictures she takes with his old camera.

Believing that photographs have the power to turn the ordinary into something wonderful, Fuu and her friends grab every opportunity they can to capture the magic of everyday life on film and bring happiness to someone in the world who might need it.

[Written by MAL Rewrite]",7.15,3159,2933,40041,13928,white,ova,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 36, 'name': 'Slice of Life'}]",4,original,1080,g,"[{'id': 34, 'name': 'Hal Film Maker'}]",389,,,2010.0,summer,1584.0,17408.0,997.0,854.0,19227.0,40070.0,0.9538,0.0462
842,Ushio to Tora,1992-09-11,1993-08-01,"Ushio thinks his father's tale of an ancient ancestor impaling a demon on a temple altar stone with the legendary Beast Spear is nuts, but when he finds the monster in his own basement, Ushio has to take another look at the family legend! Fortunately, Ushio knows it's best to let sleeping dogs lie and leave captured demons where they are. Unfortunately, the release of the monster's evil energies begins to beckon other demons to Ushio's hometown! To save his friends and family from the invading spirits, Ushio is forced to release Tora from his captivity. But will the cure prove to be worse than the curse? Will Ushio end his life a Tora-snack? Or will the Beast Spear keep Tora in line long enough to save the city?

(Source: AniDB)",7.15,3165,4993,12615,4003,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 14, 'name': 'Horror'}]",10,manga,1800,pg_13,"[{'id': 413, 'name': 'Pastel'}]",390,,,1992.0,summer,672.0,5924.0,386.0,531.0,5111.0,12624.0,0.9274,0.0726
2354,Devilman: Tanjou-hen,1987-11-01,1987-11-01,"Akira Fudou leads the life of a typical high school student. After a chance encounter with school bullies, he is rescued by his childhood friend Ryou Asuka. Ryou and Akira catch up over the course of an afternoon that ends with them crashing a party at a nightclub. Initially uncomfortable with the environment, Akira is shocked when violence provokes some of the club's partygoers to transform into demonic monsters. He and Ryou are only saved from the encounter thanks to the intervention of a great demon known as Amon. Amon possesses Akira, and the two together form the powerful Devilman⁠—a being that, due to the influence of Akira's strong empathy for his fellow man, is resolved to keep the human race safe from the threats of demonkind.

[Written by MAL Rewrite]",7.15,3174,3674,25896,13763,white,ova,finished_airing,"[{'id': 6, 'name': 'Demons'}, {'id': 14, 'name': 'Horror'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 37, 'name': 'Supernatural'}]",1,manga,3048,r+,"[{'id': 234, 'name': 'Oh! Production'}]",391,,,1987.0,fall,474.0,18236.0,200.0,166.0,6861.0,25937.0,0.9859,0.0141
18393,Fairy Tail x Rave,2013-08-16,2013-08-16,"While on a mission to find and defeat a troublesome mage, several members of the Fairy Tail guild are split up in an unfamiliar town. At the same time, Haru, Elie, and the rest of their group are also separated. In a fortunate turn of events, Elie runs into Lucy and Happy, who are looking for Natsu. Meanwhile, Haru stumbles upon Natsu, who is struggling with motion sickness. Although she seems friendly, Elie matches the description of the troublemaker that the Fairy Tail members were assigned to locate. To make matters worse, Natsu learns of Haru's relationship with her and suspects them to be accomplices.

In this crossover between two popular series, Fairy Tail x Rave follows the two groups as they discover their similarities with each other. As the miscommunications add up, they are pitted against one another in a heated clash of powers, but will have to work together against a common foe.

[Written by MAL Rewrite]",7.15,3182,1496,116184,63033,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",1,manga,1500,pg_13,"[{'id': 41, 'name': 'Satelight'}, {'id': 56, 'name': 'A-1 Pictures'}]",392,,,2013.0,summer,1649.0,97567.0,697.0,509.0,15794.0,116216.0,0.9896,0.0104
380,Fushigi Yuugi OVA,1996-10-25,1997-02-25,"Having concluded their adventure inside the mystical book The Universe of the Four Gods, Miaka Yuuki and Yui Hongo resume their ordinary lives with but one exception: upon returning to the real world, Miaka is permitted to bring her beloved Tamahome along with her. 

Unfortunately, shortly afterward, new troubles threaten the couple's hard-earned happiness. During a visit to the graves of the two other girls who had traveled inside The Universe of the Four Gods, Tamahome is engulfed by a red light and disappears right before Miaka's eyes. Witnessing the puzzling incident, her brother Keisuke and his best friend Tetsuya Kajiwara resolve to help the heartbroken Miaka find her boyfriend again. 

Meanwhile, Tamahome has been brought back into the book, only to discover that 50 years had passed since his departure. To his surprise, he learns that he has now switched identities with his former enemy, Nakago. Will the two lovers triumph over these adversities to reunite once more, or are they doomed to remain separated forever?


Fushigi Yuugi Otsukare Ian Bus Ryokou: Kindan no Josei Onsen-hen
The Celestial Warriors of gods Suzaku and Seiryuu, alongside their priestesses, Miaka Yuuki and Yui Hongo, are granted a bus trip to a special hot spring resort to enjoy some leisure time. Despite the extensive journey, the lively party spices up the experience by playing mischievous tricks on each other, completely unaware of the surprise awaiting them at their destination.

[Written by MAL Rewrite]
",7.15,3183,4008,21468,11331,white,ova,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}, {'id': 22, 'name': 'Romance'}, {'id': 25, 'name': 'Shoujo'}]",3,manga,1710,pg_13,"[{'id': 1, 'name': 'Studio Pierrot'}]",393,,,1996.0,fall,355.0,16749.0,296.0,228.0,3855.0,21483.0,0.9756,0.0244
9332,.hack//Quantum,2011-01-28,2011-04-07,"Tobias, Mary, and Sakuya challenge the impregnable ""The One Sin"", but they lose their way in the maze and unintentionally trap other guild members. A mysterious cat is watching their blunder. Is it another player character or NPC? ",7.14,3197,2987,38663,18781,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 11, 'name': 'Game'}, {'id': 24, 'name': 'Sci-Fi'}]",3,original,1600,pg_13,"[{'id': 290, 'name': 'Kinema Citrus'}]",394,,,2011.0,winter,977.0,26715.0,584.0,576.0,9821.0,38673.0,0.97,0.03
526,Boku no Chikyuu wo Mamotte,1993-12-17,1994-09-23,"Alice Sakaguchi once dreamt that she is another person living on the moon. The dream is so strange and so real that Alice can't stop thinking about it. She finds out that some of her classmates are having the same kind of dream. They soon discover that they had been seeing flashes of their past lives as a team of scientists on the moon. Alice and her friends then decide to find the other members and piece together what took place back then. Complications arise when they realize that everything that happened in their previous existence continue to haunt and affect their present lives. 

(Source: ANN)",7.14,3201,4482,16605,5001,white,ova,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 25, 'name': 'Shoujo'}]",6,manga,1800,pg_13,"[{'id': 10, 'name': 'Production I.G'}]",395,,,1993.0,fall,579.0,6523.0,405.0,371.0,8768.0,16646.0,0.9534,0.0466
5216,D.C.if: Da Capo if,2008-12-25,2009-03-25,"This two episode OVA retelling of the first Da Capo series with the ""what if"" Junichi Asakura were to return Kotori Shirakawa's feelings.",7.14,3205,4644,15082,6975,white,ova,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 35, 'name': 'Harem'}, {'id': 22, 'name': 'Romance'}]",2,visual_novel,1599,pg_13,"[{'id': 218, 'name': 'Zexcs'}]",396,,,2008.0,fall,332.0,10080.0,258.0,195.0,4221.0,15086.0,0.97,0.03
18835,Hakuouki: Reimeiroku OVA,2013-05-22,2013-05-22,"2 eps. Tokuten that were released in a Tokuten Disc for those who purchased all 6 volumes of Hakuouki Reimeiroku OVAs.

Including:
1. Natsu no Wazurai (夏のわずらい)

2. Shinpachi Nagakura Saikyou Densetsu (永倉新八最強伝説)",7.14,3214,7661,4326,1049,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 43, 'name': 'Josei'}, {'id': 37, 'name': 'Supernatural'}]",2,visual_novel,660,pg_13,"[{'id': 37, 'name': 'Studio Deen'}]",397,,,2013.0,spring,155.0,1897.0,112.0,86.0,2078.0,4328.0,0.9543,0.0457
39972,Mayonaka no Occult Koumuin: Hitoribocchi no Kyuuketsuki,2019-09-25,2019-09-25,2 Unaired Episodes of Mayonaka no Occult Koumuin.,7.14,3225,5979,8055,3000,white,ova,finished_airing,"[{'id': 6, 'name': 'Demons'}, {'id': 10, 'name': 'Fantasy'}, {'id': 7, 'name': 'Mystery'}, {'id': 25, 'name': 'Shoujo'}, {'id': 37, 'name': 'Supernatural'}]",2,manga,1630,pg_13,"[{'id': 839, 'name': 'LIDENFILMS'}]",398,,,2019.0,summer,206.0,4452.0,79.0,90.0,3240.0,8067.0,0.9791,0.0209
23227,Mikakunin de Shinkoukei: Kamoniku tte Midori-ppoi Aji ga Suru no ne.,2014-03-28,2014-03-28,"OVA included with special edition of volume 5 of the Mikakunin de Shinkoukei manga.

Mashiro and Kobeni share with each other a story from their pasts. Kobeni retells an episode of her childhood with Benio and Nadeshiko while Mashiro describes one of her days back on her home in the mountains.",7.14,3227,2665,47695,25422,white,ova,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 22, 'name': 'Romance'}, {'id': 42, 'name': 'Seinen'}, {'id': 36, 'name': 'Slice of Life'}]",1,4_koma_manga,668,pg_13,"[{'id': 95, 'name': 'Doga Kobo'}]",399,,,2014.0,winter,729.0,38153.0,363.0,161.0,8293.0,47699.0,0.989,0.011
32698,Monster Musume no Iru Nichijou OVA,2016-11-12,2017-04-13,"During a physical exam, Miia, Centorea, and Mero discover that they have gained too much weight due to Kimihito Kurusu's delicious cooking. To remedy this, Polt offers them first use of her new pool and gym facility before its grand opening. However, it's not all fun and games, as the three girls' competitive spirits start to flare up!

Meanwhile, when Rachnera Arachnera receives a letter from her previous host family, she finds out that they would like to meet with her and apologize for the events that caused her transfer. But, as it turns out, not only do they want to apologize, they want her back as well! When the family's daughter, Ren Kunanzuki, shows up at the front door, the gang must convince her to let Rachnera stay at Kimihito's house. 

[Written by MAL Rewrite]
",7.14,3230,1735,97092,50124,white,ova,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 9, 'name': 'Ecchi'}, {'id': 10, 'name': 'Fantasy'}, {'id': 35, 'name': 'Harem'}, {'id': 22, 'name': 'Romance'}, {'id': 42, 'name': 'Seinen'}]",2,manga,1466,r+,"[{'id': 456, 'name': 'Lerche'}]",400,,,2016.0,fall,3555.0,74622.0,1381.0,630.0,17201.0,97389.0,0.9794,0.0206
33491,"Shounen Maid: Onna wa Dokyou, Otoko wa Aikyou?",2016-08-24,2016-08-24,An unaired episode 8.5 included with the third BD/DVD release.,7.14,3239,6690,6064,1717,white,ova,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 25, 'name': 'Shoujo'}, {'id': 36, 'name': 'Slice of Life'}]",1,manga,1440,pg,"[{'id': 441, 'name': '8bit'}]",401,,,2016.0,summer,207.0,2931.0,114.0,104.0,2719.0,6075.0,0.9641,0.0359
2583,Soukou Kihei Votoms: The Last Red Shoulder,1985-08-21,1985-08-21,"Released in 1985, this OVA tells a critical part of the story between the TV show's Uoodo and Kummen arcs. Although the TV series covered the Red Shoulders in some detail, we didn't get to see much of Chirico's time there or the people involved, and we get both of those here.

(Source: mahq.net)",7.14,3240,8142,3618,1715,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 18, 'name': 'Mecha'}, {'id': 38, 'name': 'Military'}, {'id': 24, 'name': 'Sci-Fi'}]",1,original,3240,pg_13,"[{'id': 14, 'name': 'Sunrise'}]",402,,,1985.0,summer,79.0,2350.0,48.0,67.0,1080.0,3624.0,0.9683,0.0317
785,Otaku no Video,1991-09-27,1991-12-20,"Somewhat based on the real story of how Gainax was founded, Otaku no Video addresses all aspects of an otaku lifestyle. Ken Kubo is a young man living an average life until he is dragged into a group of otaku. Slowly, he becomes more like them until he decides to abandon his former life to become king of otaku—the otaking!

Mixed in are live-action interviews with real otaku, addressing every aspect of hardcore otaku life. Not only are anime and manga fans included, but also sci-fi fans, military fans, and other groups of Japanese geeks.",7.13,3251,3553,27698,12153,white,ova,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 13, 'name': 'Historical'}, {'id': 18, 'name': 'Mecha'}, {'id': 24, 'name': 'Sci-Fi'}]",2,other,2880,pg_13,"[{'id': 6, 'name': 'Gainax'}]",403,,,1991.0,summer,613.0,15765.0,366.0,289.0,10688.0,27721.0,0.9764,0.0236
2117,Shin Captain Tsubasa,1989-07-01,1990-07-01,"Shin Captain Tsubasa takes place at the International Jr. Youth tournament (U-16) in Paris, France. After defeating the Argentina Jr. Youth, Italy Jr. Youth and France Jr. Youth teams, Japan Jr. Youth reaches the final against the powerful West Germany Jr. Youth team. The giant goal keeper Müller, the ace Kaltz and Europe's best player Schneider offer the Japan Jr. Youth team an extremely hard final match.",7.13,3257,5253,11048,6164,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",13,manga,1560,g,"[{'id': 22, 'name': 'Nippon Animation'}]",404,,,1989.0,summer,190.0,8970.0,154.0,213.0,1537.0,11064.0,0.9668,0.0332
976,Yokohama Kaidashi Kikou: Quiet Country Cafe,2002-12-18,2003-03-05,"In the twilight of the human age, mankind continues to persevere, resisting the lull of nature's reclamation. For Alpha Hatsuseno and her café, things have not changed. The familiar sights and scenery instill a comforting solace—a sentiment cherished by Alpha. One day, however, a radio weather report forecasts an approaching typhoon that threatens to undermine the enduring peace.

After taking refuge at Ojisan's gas station and returning to the café, Alpha is devastated to see that her beloved shop had been ravaged by the storm. Determined to restore it back to its former glory, she resolves to find other jobs as a way to fund the repairs. The journey into the unknown is an opportunity to explore what remains of civilization, and Alpha seizes this chance to expand her view of the outside world.

[Written by MAL Rewrite]",7.13,3266,4441,17020,7605,white,ova,finished_airing,"[{'id': 24, 'name': 'Sci-Fi'}, {'id': 42, 'name': 'Seinen'}, {'id': 36, 'name': 'Slice of Life'}]",2,manga,1970,r+,"[{'id': 30, 'name': 'Ajia-Do'}]",405,,,2002.0,fall,488.0,9847.0,238.0,143.0,6320.0,17036.0,0.9776,0.0224
