id,title,main_picture,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,created_at,updated_at,media_type,status,genres,num_episodes,start_season,broadcast,source,average_episode_duration,rating,background,studios,statistics,favorite_ranking
17074,Monogatari Series: Second Season,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1807/121534.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1807/121534l.jpg'}",2013-07-07,2013-12-29,"Apparitions, oddities, and gods continue to manifest around Koyomi Araragi and his close-knit group of friends: Tsubasa Hanekawa, the group's modest genius; Shinobu Oshino, the resident doughnut-loving vampire; athletic deviant Suruga Kanbaru; bite-happy spirit Mayoi Hachikuji; Koyomi's cutesy stalker Nadeko Sengoku; and Hitagi Senjogahara, the poignant tsundere.

Monogatari Series: Second Season revolves around these individuals and their struggle to overcome the darkness that is rapidly approaching. A new semester has begun and with graduation looming over Araragi, he must quickly decide the paths he will walk, as well as the relationships and friends that he'll save. But as strange events begin to unfold, Araragi is nowhere to be found, and a vicious tiger apparition has appeared in his absence. Hanekawa has become its target, and she must fend for herself—or bow to the creature's perspective on the feebleness of humanity.

[Written by MAL Rewrite]",8.78,33.0,269,598755,314714,white,2013-01-07T22:56:16+00:00,2022-03-22T13:21:32+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 7, 'name': 'Mystery'}, {'id': 22, 'name': 'Romance'}, {'id': 37, 'name': 'Supernatural'}, {'id': 32, 'name': 'Vampire'}]",26,"{'year': 2013, 'season': 'summer'}","{'day_of_the_week': 'sunday', 'start_time': '00:00'}",light_novel,1539,r,"The series is composed of 23 episodes adapted from the novels and 3 summary episodes. 5 of the 6 novels of the Monogatari Series: Second Season light novel series were adapted, while the 3rd novel, Hanamonogatari, was aired separately in August 2014.","[{'id': 44, 'name': 'Shaft'}]","{'status': {'watching': '38498', 'completed': '393040', 'on_hold': '18460', 'dropped': '6543', 'plan_to_watch': '142456'}, 'num_list_users': 598997}",89
42249,Tokyo Revengers,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1884/114790.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1884/114790l.jpg'}",2021-04-11,2021-09-19,"Takemichi Hanagaki’s second year of middle school was the highest point in his life. He had respect, a gang of friends he could count on, and even a girlfriend. But that was twelve years ago. Today, he’s a nobody: a washed-up nonentity made fun of by children and always forced to apologize to his younger boss. A sudden news report on the Tokyo Manji Gang’s cruel murder of the only girlfriend he ever had alongside her brother only adds insult to injury. Half a second before a train ends his pitiful life for good, Takemichi flashes back to that same day twelve years ago, when he was still dating Hinata Tachibana.

After being forced to relive the very same day that began his downward spiral, Takemichi meets Hinata’s younger brother. Without thinking, he admits to his seeming death before flashing back to the past. Takemichi urges him to protect his sister before inexplicably returning to the future. Miraculously, he isn’t dead. Stranger still, the future has changed. It seems as though Takemichi can alter the flow of time. Given the chance to prevent his ex-girlfriend’s tragic death at the hands of the Tokyo Manji Gang, Takemichi decides to fly through time to change the course of the future.

[Written by MAL Rewrite]",8.17,357.0,141,869506,414195,white,2020-06-18T15:21:17+00:00,2022-03-22T13:16:34+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",24,"{'year': 2021, 'season': 'spring'}","{'day_of_the_week': 'sunday', 'start_time': '02:08'}",manga,1421,r,,"[{'id': 839, 'name': 'LIDENFILMS'}]","{'status': {'watching': '218149', 'completed': '423712', 'on_hold': '27357', 'dropped': '30171', 'plan_to_watch': '174009'}, 'num_list_users': 873398}",90
33,Kenpuu Denki Berserk,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1384/119988.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1384/119988l.jpg'}",1997-10-08,1998-04-01,"Guts, a man who will one day be known as the Black Swordsman, is a young traveling mercenary characterized by the large greatsword he carries. He accepts jobs that offer the most money, but he never stays with one group for long—until he encounters the Band of the Hawk. Ambushed after completing a job, Guts crushes many of its members in combat. Griffith, The Band of the Falcon's leader and founder, takes an interest in Guts and duels him. While the others are no match for Guts, Griffith defeats him in one blow.

Incapacitated and taken into the Band of the Hawk's camp to recover, Guts wakes up two days later. He confronts Griffith, and the two duel yet again, only this time with a condition: Guts will join the Band of the Falcon if he loses. Due to his fresh injuries, Guts loses the fight and is inducted by Griffith.

In three years' time, Guts has become one of the Band of the Hawk's commanders. On the battlefield, his combat prowess is second only to Griffith as he takes on large groups of enemies all on his own. With Guts' immense strength and Griffith's leadership, the Band of the Hawk dominate every battle they partake in. But something menacing lurks in the shadows, threatening to change Guts' life forever.

[Written by MAL Rewrite]",8.53,100.0,333,519839,270397,white,2005-11-11T01:38:37+00:00,2022-03-22T13:15:56+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 6, 'name': 'Demons'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 14, 'name': 'Horror'}, {'id': 38, 'name': 'Military'}, {'id': 42, 'name': 'Seinen'}, {'id': 37, 'name': 'Supernatural'}]",25,"{'year': 1997, 'season': 'fall'}","{'day_of_the_week': 'wednesday', 'start_time': '01:45'}",manga,1500,r+,"Kenpuu Denki Berserk adapts the first 12 volumes and a part of the 13th volume of the manga. While the story remains fairly loyal to the source material, heavy modifications were made to exclude some of the more graphic depictions of violence, as well as characters and other content that could not be covered within the length of the anime’s running time. These changes were approved by the series creator himself.

The series was released on DVD by Media Blasters in six volumes from May 28, 2002 to May 27, 2003. The company also released a complete collection on November 16, 2004; it was later remastered by AnimeWorks and published on March 10, 2009. 

An art book—titled Berserk: Kenpuu Denki - Kanzen Kaiseki-sho—containing sketches and behind-the-scenes information on the anime was published by Hakusensha on December 9, 1998.
","[{'id': 28, 'name': 'OLM'}]","{'status': {'watching': '25594', 'completed': '331356', 'on_hold': '14977', 'dropped': '10551', 'plan_to_watch': '138642'}, 'num_list_users': 521120}",91
48583,Shingeki no Kyojin: The Final Season Part 2,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1948/120625.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1948/120625l.jpg'}",2022-01-10,2022-04-04,"Turning against his former allies and enemies alike, Eren Yeager sets a disastrous plan in motion. Under the guidance of the Beast Titan, Zeke, Eren takes extreme measures to end the ancient conflict between Marley and Eldia—but his true intentions remain a mystery. Delving deep into his family's past, Eren fights to control his own destiny.

Meanwhile, the long-feuding nations of Marley and Eldia utilize both soldiers and Titans in a brutal race to eliminate the other. Reiner Braun uses his own powers in a desperate bid to hold off Eren's own militaristic force, and his fellow Eldians—children Falco Grice and Gabi Braun—struggle to survive in the unfolding chaos.

Elsewhere, Eren's childhood friends Mikasa Ackerman and Armin Arlert remain imprisoned alongside Eren's former Survey Corps companions, all disturbed by Eren's monstrous transformation. Under the blind belief that Eren still secretly harbors good intentions, Mikasa and the others enter the fray in an attempt to save their friend's very soul.

[Written by MAL Rewrite]
",9.08,5.0,190,736591,203651,white,2021-03-28T16:06:18+00:00,2022-03-22T13:52:50+00:00,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 38, 'name': 'Military'}, {'id': 7, 'name': 'Mystery'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",12,"{'year': 2022, 'season': 'winter'}","{'day_of_the_week': 'monday', 'start_time': '00:05'}",manga,1435,r,,"[{'id': 569, 'name': 'MAPPA'}]","{'status': {'watching': '475842', 'completed': '174', 'on_hold': '5158', 'dropped': '2404', 'plan_to_watch': '252980'}, 'num_list_users': 736558}",92
5680,K-On!,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/10/76120.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/10/76120l.jpg'}",2009-04-03,2009-06-26,"A fresh high school year always means much to come, and one of those things is joining a club. Being in a dilemma about which club to join, Yui Hirasawa stumbles upon and applies for the Light Music Club, which she misinterprets to be about playing simple instruments, such as castanets. Unable to play an instrument, she decides to visit to apologize and quit.

Meanwhile, the Light Music Club faces disbandment due to a lack of members. This causes the club members to offer anything, from food to slacking off during club time, in order to convince Yui to join. Despite their efforts, Yui insists on leaving due to her lack of musical experience. As a last resort, they play a piece for Yui, which sparks her fiery passion and finally convinces her to join the club.

From then onward, it's just plain messing around with bits and pieces of practice. The members of the Light Music Club are ready to make their time together a delightful one!

[Written by MAL Rewrite]",7.85,783.0,123,929998,496689,white,2008-12-06T18:09:30+00:00,2022-03-22T12:44:00+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 19, 'name': 'Music'}, {'id': 23, 'name': 'School'}, {'id': 36, 'name': 'Slice of Life'}]",13,"{'year': 2009, 'season': 'spring'}","{'day_of_the_week': 'friday', 'start_time': '01:59'}",4_koma_manga,1469,pg_13,The series received a Best TV Animation Award at the 2010 Tokyo International Anime Fair.,"[{'id': 2, 'name': 'Kyoto Animation'}]","{'status': {'watching': '44650', 'completed': '613283', 'on_hold': '29409', 'dropped': '29626', 'plan_to_watch': '213971'}, 'num_list_users': 930939}",93
29803,Overlord,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/7/88019.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/7/88019l.jpg'}",2015-07-07,2015-09-29,"The final hour of the popular virtual reality game Yggdrasil has come. However, Momonga, a powerful wizard and master of the dark guild Ainz Ooal Gown, decides to spend his last few moments in the game as the servers begin to shut down. To his surprise, despite the clock having struck midnight, Momonga is still fully conscious as his character and, moreover, the non-player characters appear to have developed personalities of their own!

Confronted with this abnormal situation, Momonga commands his loyal servants to help him investigate and take control of this new world, with the hopes of figuring out what has caused this development and if there may be others in the same predicament.

[Written by MAL Rewrite]",7.92,664.0,72,1304193,768573,white,2015-01-27T06:00:31+00:00,2022-03-22T12:36:47+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 11, 'name': 'Game'}, {'id': 37, 'name': 'Supernatural'}]",13,"{'year': 2015, 'season': 'summer'}","{'day_of_the_week': 'tuesday', 'start_time': '23:00'}",light_novel,1457,r,,"[{'id': 11, 'name': 'Madhouse'}]","{'status': {'watching': '58080', 'completed': '997550', 'on_hold': '25164', 'dropped': '33838', 'plan_to_watch': '195303'}, 'num_list_users': 1309935}",94
31478,Bungou Stray Dogs,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/3/79409.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/3/79409l.jpg'}",2016-04-07,2016-06-23,"For weeks, Atsushi Nakajima's orphanage has been plagued by a mystical tiger that only he seems to be unaware of. Suspected to be behind the strange incidents, the 18-year-old is abruptly kicked out of the orphanage and left hungry, homeless, and wandering through the city.

While starving on a riverbank, Atsushi saves a rather eccentric man named Osamu Dazai from drowning. Whimsical suicide enthusiast and supernatural detective, Dazai has been investigating the same tiger that has been terrorizing the boy. Together with Dazai's partner Doppo Kunikida, they solve the mystery, but its resolution leaves Atsushi in a tight spot. As various odd events take place, Atsushi is coerced into joining their firm of supernatural investigators, taking on unusual cases the police cannot handle, alongside his numerous enigmatic co-workers.

[Written by MAL Rewrite]",7.82,825.0,94,1099313,540652,white,2015-08-20T15:21:24+00:00,2022-03-22T12:58:40+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 7, 'name': 'Mystery'}, {'id': 42, 'name': 'Seinen'}, {'id': 31, 'name': 'Super Power'}, {'id': 37, 'name': 'Supernatural'}]",12,"{'year': 2016, 'season': 'spring'}","{'day_of_the_week': 'thursday', 'start_time': '01:05'}",manga,1420,r,,"[{'id': 4, 'name': 'Bones'}]","{'status': {'watching': '80594', 'completed': '698155', 'on_hold': '36942', 'dropped': '33518', 'plan_to_watch': '255706'}, 'num_list_users': 1104915}",95
4898,Kuroshitsuji,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/5/27013.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/5/27013l.jpg'}",2008-10-03,2009-03-27,"Young Ciel Phantomhive is known as ""the Queen's Guard Dog,"" taking care of the many unsettling events that occur in Victorian England for Her Majesty. Aided by Sebastian Michaelis, his loyal butler with seemingly inhuman abilities, Ciel uses whatever means necessary to get the job done. But is there more to this black-clad butler than meets the eye?

In Ciel's past lies a secret tragedy that enveloped him in perennial darkness—during one of his bleakest moments, he formed a contract with Sebastian, a demon, bargaining his soul in exchange for vengeance upon those who wronged him. Today, not only is Sebastian one hell of a butler, but he is also the perfect servant to carry out his master's orders—all the while anticipating the delicious meal he will eventually make of Ciel's soul. As the two work to unravel the mystery behind Ciel's chain of misfortunes, a bond forms between them that neither heaven nor hell can tear apart.

[Written by MAL Rewrite]",7.69,1110.0,104,1045535,521531,white,2008-07-12T23:12:30+00:00,2022-03-22T12:35:23+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 6, 'name': 'Demons'}, {'id': 13, 'name': 'Historical'}, {'id': 7, 'name': 'Mystery'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",24,"{'year': 2008, 'season': 'fall'}",,manga,1469,r,"Three musicals based on Kuroshitsuji entitled That Butler, Friendship, Musical Black Butler: The Most Beautiful Death in The World – A Thousand Souls and The Fallen Grim Reaper, and Lycoris that Blazes the Earth were performed in Japan. 

A Nintendo DS game called Kuroshitsuji Phantom & Ghost was developed in 2009 and released by Square Enix.

Starring Ayame Goriki as Genpou Shiori (a descendant of Ciel Phantomhive) and Hiro Mizushima as Sebastian Michaelis, a live action film of Kuroshitsuji was released in January of 2014.","[{'id': 56, 'name': 'A-1 Pictures'}]","{'status': {'watching': '64618', 'completed': '673479', 'on_hold': '46852', 'dropped': '56547', 'plan_to_watch': '205099'}, 'num_list_users': 1046595}",96
13125,Shinsekai yori,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/12/36775.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/12/36775l.jpg'}",2012-09-29,2013-03-23,"In the town of Kamisu 66, 12-year-old Saki Watanabe has just awakened to her psychic powers and is relieved to rejoin her friends—the mischievous Satoru Asahina, the shy Mamoru Itou, the cheerful Maria Akizuki, and Shun Aonuma, a mysterious boy whom Saki admires—at Sage Academy, a special school for psychics. However, unease looms as Saki begins to question the fate of those unable to awaken to their powers, and the children begin to get involved with secretive matters such as the rumored Tainted Cats said to abduct children.

Shinsekai yori tells the unique coming-of-age story of Saki and her friends as they journey to grow into their roles in the supposed utopia. Accepting these roles, however, might not come easy when faced with the dark and shocking truths of society, and the impending havoc born from the new world.

[Written by MAL Rewrite]",8.31,227.0,214,703896,243675,white,2012-02-26T22:03:22+00:00,2022-03-22T13:41:49+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 14, 'name': 'Horror'}, {'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 37, 'name': 'Supernatural'}]",25,"{'year': 2012, 'season': 'fall'}","{'day_of_the_week': 'saturday', 'start_time': '00:30'}",novel,1360,r,,"[{'id': 56, 'name': 'A-1 Pictures'}]","{'status': {'watching': '48608', 'completed': '280950', 'on_hold': '33509', 'dropped': '30523', 'plan_to_watch': '310622'}, 'num_list_users': 704212}",97
339,Serial Experiments Lain,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1718/91550.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1718/91550l.jpg'}",1998-07-06,1998-09-28,"Lain Iwakura, an awkward and introverted fourteen-year-old, is one of the many girls from her school to receive a disturbing email from her classmate Chisa Yomoda—the very same Chisa who recently committed suicide. Lain has neither the desire nor the experience to handle even basic technology; yet, when the technophobe opens the email, it leads her straight into the Wired, a virtual world of communication networks similar to what we know as the internet. Lain's life is turned upside down as she begins to encounter cryptic mysteries one after another. Strange men called the Men in Black begin to appear wherever she goes, asking her questions and somehow knowing more about her than even she herself knows. With the boundaries between reality and cyberspace rapidly blurring, Lain is plunged into more surreal and bizarre events where identity, consciousness, and perception are concepts that take on new meanings.

Written by Chiaki J. Konaka, whose other works include Texhnolyze, Serial Experiments Lain is a psychological avant-garde mystery series that follows Lain as she makes crucial choices that will affect both the real world and the Wired. In closing one world and opening another, only Lain will realize the significance of their presence.

[Written by MAL Rewrite]",8.06,485.0,257,611913,228829,white,2005-11-20T02:54:33+00:00,2022-03-22T13:02:11+00:00,tv,finished_airing,"[{'id': 5, 'name': 'Avant Garde'}, {'id': 8, 'name': 'Drama'}, {'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 37, 'name': 'Supernatural'}]",13,"{'year': 1998, 'season': 'summer'}","{'day_of_the_week': 'tuesday', 'start_time': '01:15'}",original,1430,r,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,"[{'id': 110, 'name': 'Triangle Staff'}]","{'status': {'watching': '43389', 'completed': '271148', 'on_hold': '28817', 'dropped': '18411', 'plan_to_watch': '251420'}, 'num_list_users': 613185}",98
7054,Kaichou wa Maid-sama!,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/6/25254.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/6/25254l.jpg'}",2010-04-02,2010-09-24,"Misaki Ayuzawa is a unique phenomenon within Seika High School. In a predominantly male institution, she became the first-ever female student council president through her honesty and diligence. Ever since Misaki got promoted to the position, she has been working tirelessly to ensure a better school life for all girls. Despite that, Misaki is very strict with the boys, which has earned her the title ""Demon President."" 

One day, after hearing a girl cry in the hallway, Misaki encounters Takumi Usui—the most popular boy in the school—as he rejects a love confession. Enraged at what she is seeing, Misaki reprimands him for making the girl cry. However, Usui is indifferent and brushes it off as nothing.

Unexpectedly, Misaki soon runs into Usui again, but this time when she is working at a maid cafe! Embarrassed that someone has found out about her secret occupation, Misaki promises herself not to let Usui destroy her reputation. However, the mysterious boy now begins to visit the same cafe regularly to observe and tease Misaki. When push comes to shove, will Usui still be able to keep the president's secret?

[Written by MAL Rewrite]
",8.02,540.0,96,1096186,632231,white,2009-08-21T17:05:28+00:00,2022-03-22T11:22:39+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 25, 'name': 'Shoujo'}]",26,"{'year': 2010, 'season': 'spring'}","{'day_of_the_week': 'friday', 'start_time': '01:55'}",manga,1450,pg_13,Kaichou wa Maid-sama! has also received a drama CD in Japan.,"[{'id': 7, 'name': 'J.C.Staff'}]","{'status': {'watching': '50639', 'completed': '819019', 'on_hold': '29069', 'dropped': '30977', 'plan_to_watch': '167561'}, 'num_list_users': 1097265}",99
39535,Mushoku Tensei: Isekai Ittara Honki Dasu,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1530/117776.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1530/117776l.jpg'}",2021-01-11,2021-03-22,"Despite being bullied, scorned, and oppressed all of his life, a 34-year-old shut-in still found the resolve to attempt something heroic—only for it to end in a tragic accident. But in a twist of fate, he awakens in another world as Rudeus Greyrat, starting life again as a baby born to two loving parents.

Preserving his memories and knowledge from his previous life, Rudeus quickly adapts to his new environment. With the mind of a grown adult, he starts to display magical talent that exceeds all expectations, honing his skill with the help of a mage named Roxy Migurdia. Rudeus learns swordplay from his father, Paul, and meets Sylphiette, a girl his age who quickly becomes his closest friend.

As Rudeus' second chance at life begins, he tries to make the most of his new opportunity while conquering his traumatic past. And perhaps, one day, he may find the one thing he could not find in his old world—love.

[Written by MAL Rewrite]",8.37,183.0,140,870811,506933,white,2019-03-15T05:21:15+00:00,2022-03-22T12:47:58+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 9, 'name': 'Ecchi'}, {'id': 10, 'name': 'Fantasy'}]",11,"{'year': 2021, 'season': 'winter'}","{'day_of_the_week': 'monday', 'start_time': '00:00'}",light_novel,1420,r,"Mushoku Tensei: Isekai Ittara Honki Dasu adapts chapters 1-26 of Yuka Fujikawa's manga series and volumes 1-3 of Rifujin na Magonote's light novel series of the same title.
","[{'id': 1993, 'name': 'Studio Bind'}]","{'status': {'watching': '93980', 'completed': '609937', 'on_hold': '9227', 'dropped': '11137', 'plan_to_watch': '153899'}, 'num_list_users': 878180}",100
10165,Nichijou,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/3/75617.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/3/75617l.jpg'}",2011-04-03,2011-09-25,"Nichijou primarily focuses on the daily antics of a trio of childhood friends—high school girls Mio Naganohara, Yuuko Aioi and Mai Minakami—whose stories soon intertwine with the young genius Hakase Shinonome, her robot caretaker Nano, and their talking cat Sakamoto. With every passing day, the lives of these six, as well as of the many people around them, experience both the calms of normal life and the insanity of the absurd. Walking to school, being bitten by a talking crow, spending time with friends, and watching the principal suplex a deer: they are all in a day's work in the extraordinary everyday lives of those in Nichijou. 

[Written by MAL Rewrite]",8.46,128.0,170,769499,291918,white,2011-01-07T22:42:42+00:00,2022-03-22T06:58:44+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 36, 'name': 'Slice of Life'}]",26,"{'year': 2011, 'season': 'spring'}","{'day_of_the_week': 'sunday', 'start_time': '02:20'}",manga,1420,pg_13,"Bandai Entertainment had licensed Nichijou, but on January 2, 2012, it was announced they were leaving the North American anime market with all unreleased titles including Nichijou being cancelled. The series would remain unlicensed until November 4, 2016 when Funimation Entertainment acquired the series, and released it sub-only in a complete Blu-ray & DVD combo pack on February 7, 2017. They also did a Blu-ray & Digital combo pack with a brand new English dub, which was released on July 23, 2019.","[{'id': 2, 'name': 'Kyoto Animation'}]","{'status': {'watching': '77446', 'completed': '338584', 'on_hold': '57944', 'dropped': '29400', 'plan_to_watch': '266790'}, 'num_list_users': 770164}",101
11617,High School DxD,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1331/111940.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1331/111940l.jpg'}",2012-01-06,2012-03-23,"High school student Issei Hyoudou is your run-of-the-mill pervert who does nothing productive with his life, peeping on women and dreaming of having his own harem one day. Things seem to be looking up for Issei when a beautiful girl asks him out on a date, although she turns out to be a fallen angel who brutally kills him! However, he gets a second chance at life when beautiful senior student Rias Gremory, who is a top-class devil, revives him as her servant, recruiting Issei into the ranks of the school's Occult Research club.

Slowly adjusting to his new life, Issei must train and fight in order to survive in the violent world of angels and devils. Each new adventure leads to many hilarious (and risqué) moments with his new comrades, all the while keeping his new life a secret from his friends and family in High School DxD!

[Written by MAL Rewrite]",7.35,2212.0,80,1240869,774698,white,2011-09-17T05:05:33+00:00,2022-03-22T07:54:22+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 6, 'name': 'Demons'}, {'id': 9, 'name': 'Ecchi'}, {'id': 35, 'name': 'Harem'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}]",12,"{'year': 2012, 'season': 'winter'}","{'day_of_the_week': 'friday', 'start_time': '11:00'}",light_novel,1440,r+,"High School DxD is known for its award winning English dub. At the Behind the Voice Actors Awards, Jamie Marchi won ""Best Female Lead Vocal Performance in an Anime Television Series/OVA"" in 2014. The series also won  ""Best Vocal Ensemble in an Anime Television Series/OVA"" in 2015 for season 2.","[{'id': 120, 'name': 'TNK'}]","{'status': {'watching': '43828', 'completed': '1008089', 'on_hold': '19115', 'dropped': '44280', 'plan_to_watch': '126590'}, 'num_list_users': 1241902}",102
28999,Charlotte,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/12/74683.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/12/74683l.jpg'}",2015-07-05,2015-09-27,"If not for his ability to take over people's mind and body, Yuu Otosaka would be an ordinary high school student. Though it only lasts for five seconds at a time, Yuu's mysterious power allowed him to cheat his way to the top of his class and  enter a prestigious high school, where he continues his dishonest acts.

His shenanigans are eventually stopped by Nao Tomori—the headstrong student council president from Hoshinoumi Academy—who sees through his deceit. Through coercion, Nao convinces Yuu to transfer to Hoshinoumi and join the student council. Hoshinoumi Academy is secretly an institution created for adolescents who possess supernatural abilities—with the student council serving as a means of locating those who abuse their powers.

With Yuu begrudgingly assisting in council affairs, the group sets out to find and protect new ability users from harm. However, as they further investigate the abilities, their findings entangle them in far more complicated matters than they could ever imagine.

[Written by MAL Rewrite]
",7.75,965.0,62,1371334,832579,white,2014-12-22T13:34:29+00:00,2022-03-22T13:42:54+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 23, 'name': 'School'}, {'id': 31, 'name': 'Super Power'}]",13,"{'year': 2015, 'season': 'summer'}","{'day_of_the_week': 'sunday', 'start_time': '00:00'}",original,1440,pg_13,,"[{'id': 132, 'name': 'P.A. Works'}]","{'status': {'watching': '50872', 'completed': '1055608', 'on_hold': '21318', 'dropped': '27859', 'plan_to_watch': '215624'}, 'num_list_users': 1371281}",103
23283,Zankyou no Terror,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1417/117422.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1417/117422l.jpg'}",2014-07-11,2014-09-26,"Painted in red, the word ""VON"" is all that is left behind after a terrorist attack on a nuclear facility in Japan. The government is shattered by their inability to act, and the police are left frantically searching for ways to crack down the perpetrators. The public are clueless—until, six months later, a strange video makes its way onto the internet. In it, two teenage boys who identify themselves only as ""Sphinx"" directly challenge the police, threatening to cause destruction and mayhem across Tokyo. Unable to stop the mass panic quickly spreading through the city and desperate for any leads in their investigation, the police struggle to act effectively against these terrorists, with Detective Kenjirou Shibazaki caught in the middle of it all.

Zankyou no Terror tells the story of Nine and Twelve, the two boys behind the masked figures of Sphinx. They should not exist, yet they stand strong in a world of deception and secrets while they make the city fall around them, all in the hopes of burying their own tragic truth.

[Written by MAL Rewrite]",8.11,431.0,112,1001380,530852,white,2014-03-21T13:55:48+00:00,2022-03-22T13:22:07+00:00,tv,finished_airing,"[{'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 41, 'name': 'Suspense'}]",11,"{'year': 2014, 'season': 'summer'}","{'day_of_the_week': 'friday', 'start_time': '00:50'}",original,1370,r,"Episodes 1 and 2 were previewed at a screening in Los Angeles at Anime Expo on July 5, 2014. Regular broadcasting began on July 11, 2014.

In an interview with Otaku USA Magazine director Shinichirou Watanabe stated that the music of Icelandic band Sigur Rós gave him visual images that inspired the series and its soundtrack. He also states that the team went to Iceland to record the music.","[{'id': 569, 'name': 'MAPPA'}]","{'status': {'watching': '44383', 'completed': '655387', 'on_hold': '23094', 'dropped': '19652', 'plan_to_watch': '259078'}, 'num_list_users': 1001594}",104
