id,title,main_picture,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,created_at,updated_at,media_type,status,genres,num_episodes,start_season,broadcast,source,average_episode_duration,rating,background,studios,statistics,bypopularity_ranking
35790,Tate no Yuusha no Nariagari,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1490/101365.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1490/101365l.jpg'}",2019-01-09,2019-06-26,"The Four Cardinal Heroes are a group of ordinary men from modern-day Japan summoned to the kingdom of Melromarc to become its saviors. Melromarc is a country plagued by the Waves of Catastrophe that have repeatedly ravaged the land and brought disaster to its citizens for centuries. The four heroes are respectively bestowed a sword, spear, bow, and shield to vanquish these Waves. Naofumi Iwatani, an otaku, becomes cursed with the fate of being the ""Shield Hero."" Armed with only a measly shield, Naofumi is belittled and ridiculed by his fellow heroes and the kingdom's people due to his weak offensive capabilities and lackluster personality.

When the heroes are provided with resources and comrades to train with, Naofumi sets out with the only person willing to train alongside him, Malty Melromarc. He is soon betrayed by her, however, and becomes falsely accused of taking advantage of her. Naofumi then becomes heavily discriminated against and hated by the people of Melromarc for something he didn't do. With a raging storm of hurt and mistrust in his heart, Naofumi begins his journey of strengthening himself and his reputation. Further along however, the difficulty of being on his own sets in, so Naofumi buys a demi-human slave on the verge of death named Raphtalia to accompany him on his travels.

As the Waves approach the kingdom, Naofumi and Raphtalia must fight for the survival of the kingdom and protect the people of Melromarc from their ill-fated future.

[Written by MAL Rewrite]",8.03,525.0,78,1266150,765331,white,2017-06-22T09:21:16+00:00,2022-03-22T12:54:11+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}]",25,"{'year': 2019, 'season': 'winter'}","{'day_of_the_week': 'wednesday', 'start_time': '22:00'}",light_novel,1440,pg_13,,"[{'id': 290, 'name': 'Kinema Citrus'}]","{'status': {'watching': '110871', 'completed': '937448', 'on_hold': '20939', 'dropped': '34434', 'plan_to_watch': '169317'}, 'num_list_users': 1273009}",78
5081,Bakemonogatari,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/11/75274.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/11/75274l.jpg'}",2009-07-03,2010-06-25,"Koyomi Araragi, a third-year high school student, manages to survive a vampire attack with the help of Meme Oshino, a strange man residing in an abandoned building. Though being saved from vampirism and now a human again, several side effects such as superhuman healing abilities and enhanced vision still remain. Regardless, Araragi tries to live the life of a normal student, with the help of his friend and the class president, Tsubasa Hanekawa.

When fellow classmate Hitagi Senjougahara falls down the stairs and is caught by Araragi, the boy realizes that the girl is unnaturally weightless. Despite Senjougahara's protests, Araragi insists he help her, deciding to enlist the aid of Oshino, the very man who had once helped him with his own predicament.

Through several tales involving demons and gods, Bakemonogatari follows Araragi as he attempts to help those who suffer from supernatural maladies.

[Written by MAL Rewrite]",8.34,201.0,79,1255777,644901,white,2008-08-15T17:56:32+00:00,2022-03-22T12:40:51+00:00,tv,finished_airing,"[{'id': 7, 'name': 'Mystery'}, {'id': 22, 'name': 'Romance'}, {'id': 37, 'name': 'Supernatural'}, {'id': 32, 'name': 'Vampire'}]",15,"{'year': 2009, 'season': 'summer'}","{'day_of_the_week': 'friday', 'start_time': '23:00'}",light_novel,1508,r,,"[{'id': 44, 'name': 'Shaft'}]","{'status': {'watching': '85867', 'completed': '772637', 'on_hold': '55624', 'dropped': '41072', 'plan_to_watch': '301771'}, 'num_list_users': 1256971}",79
11617,High School DxD,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1331/111940.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1331/111940l.jpg'}",2012-01-06,2012-03-23,"High school student Issei Hyoudou is your run-of-the-mill pervert who does nothing productive with his life, peeping on women and dreaming of having his own harem one day. Things seem to be looking up for Issei when a beautiful girl asks him out on a date, although she turns out to be a fallen angel who brutally kills him! However, he gets a second chance at life when beautiful senior student Rias Gremory, who is a top-class devil, revives him as her servant, recruiting Issei into the ranks of the school's Occult Research club.

Slowly adjusting to his new life, Issei must train and fight in order to survive in the violent world of angels and devils. Each new adventure leads to many hilarious (and risqué) moments with his new comrades, all the while keeping his new life a secret from his friends and family in High School DxD!

[Written by MAL Rewrite]",7.35,2212.0,80,1240869,774698,white,2011-09-17T05:05:33+00:00,2022-03-22T07:54:22+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 6, 'name': 'Demons'}, {'id': 9, 'name': 'Ecchi'}, {'id': 35, 'name': 'Harem'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}]",12,"{'year': 2012, 'season': 'winter'}","{'day_of_the_week': 'friday', 'start_time': '11:00'}",light_novel,1440,r+,"High School DxD is known for its award winning English dub. At the Behind the Voice Actors Awards, Jamie Marchi won ""Best Female Lead Vocal Performance in an Anime Television Series/OVA"" in 2014. The series also won  ""Best Vocal Ensemble in an Anime Television Series/OVA"" in 2015 for season 2.","[{'id': 120, 'name': 'TNK'}]","{'status': {'watching': '43828', 'completed': '1008089', 'on_hold': '19115', 'dropped': '44280', 'plan_to_watch': '126590'}, 'num_list_users': 1241902}",80
14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1786/120117.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1786/120117l.jpg'}",2013-04-05,2013-06-28,"Hachiman Hikigaya is an apathetic high school student with narcissistic and semi-nihilistic tendencies. He firmly believes that joyful youth is nothing but a farce, and everyone who says otherwise is just lying to themselves. 

In a novel punishment for writing an essay mocking modern social relationships, Hachiman's teacher forces him to join the Volunteer Service Club, a club that aims to extend a helping hand to any student who seeks their support in achieving their goals. With the only other club member being the beautiful ice queen Yukino Yukinoshita, Hachiman finds himself on the front line of other people's problems—a place he never dreamed he would be. As Hachiman and Yukino use their wits to solve many students' problems, will Hachiman's rotten view of society prove to be a hindrance or a tool he can use to his advantage?

[Written by MAL Rewrite]",8.02,533.0,81,1229060,728666,white,2012-07-09T12:41:03+00:00,2022-03-22T12:55:59+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 36, 'name': 'Slice of Life'}]",13,"{'year': 2013, 'season': 'spring'}","{'day_of_the_week': 'friday', 'start_time': '01:28'}",light_novel,1440,pg_13,Yahari Ore no Seishun Love Comedy wa Machigatteiru. adapts the first 6 novels of Wataru Watari's light novel series of the same title.,"[{'id': 112, 'name': ""Brain's Base""}]","{'status': {'watching': '49291', 'completed': '920874', 'on_hold': '20723', 'dropped': '17166', 'plan_to_watch': '221900'}, 'num_list_users': 1229954}",81
34933,Kakegurui,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/3/86578.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/3/86578l.jpg'}",2017-07-01,2017-09-23,"Unlike many schools, attending Hyakkaou Private Academy prepares students for their time in the real world. Since many of the students are the children of the richest people in the world, the academy has its quirks that separate it from all the others. By day, it is a normal school, educating its pupils in history, languages, and the like. But at night, it turns into a gambling den, educating them in the art of dealing with money and manipulating people. Money is power; those who come out on top in the games stand at the top of the school.

Yumeko Jabami, a seemingly naive and beautiful transfer student, is ready to try her hand at Hyakkaou's special curriculum. Unlike the rest, she doesn't play to win, but for the thrill of the gamble, and her borderline insane way of gambling might just bring too many new cards to the table.

[Written by MAL Rewrite]",7.27,2592.0,82,1222652,735426,white,2017-02-17T03:37:24+00:00,2022-03-22T12:59:39+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 11, 'name': 'Game'}, {'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",12,"{'year': 2017, 'season': 'summer'}","{'day_of_the_week': 'saturday', 'start_time': '22:00'}",manga,1470,r,,"[{'id': 569, 'name': 'MAPPA'}]","{'status': {'watching': '65682', 'completed': '928188', 'on_hold': '26688', 'dropped': '50585', 'plan_to_watch': '157058'}, 'num_list_users': 1228201}",82
28891,Haikyuu!! Second Season,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/9/76662.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/9/76662l.jpg'}",2015-10-04,2016-03-27,"Following their participation at the Inter-High, the Karasuno High School volleyball team attempts to refocus their efforts, aiming to conquer the Spring tournament instead. 

When they receive an invitation from long-standing rival Nekoma High, Karasuno agrees to take part in a large training camp alongside many notable volleyball teams in Tokyo and even some national level players. By playing with some of the toughest teams in Japan, they hope not only to sharpen their skills, but also come up with new attacks that would strengthen them. Moreover, Hinata and Kageyama attempt to devise a more powerful weapon, one that could possibly break the sturdiest of blocks. 

Facing what may be their last chance at victory before the senior players graduate, the members of Karasuno's volleyball team must learn to settle their differences and train harder than ever if they hope to overcome formidable opponents old and new—including their archrival Aoba Jousai and its world-class setter Tooru Oikawa.

[Written by MAL Rewrite]",8.65,61.0,83,1205476,789890,white,2014-12-18T14:39:57+00:00,2022-03-22T12:02:25+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",25,"{'year': 2015, 'season': 'fall'}","{'day_of_the_week': 'sunday', 'start_time': '02:58'}",manga,1440,pg_13,"Haikyuu!! Second Season is the sequel to the first anime adaptation of the manga of the same name, Haikyuu!!, which was ranked in 4th place in Honya Club's prestigious 'Zenkoku Shotenin ga Eranda Osusume Comic' ranking in 2013. Sentai Filmworks has announced their exclusive licensing rights for digital and home release in North America.","[{'id': 10, 'name': 'Production I.G'}]","{'status': {'watching': '54127', 'completed': '1033976', 'on_hold': '14838', 'dropped': '7443', 'plan_to_watch': '95079'}, 'num_list_users': 1205463}",83
30654,Ansatsu Kyoushitsu 2nd Season,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/8/77966.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/8/77966l.jpg'}",2016-01-08,2016-07-01,"The students return as school is back in session for the second semester. Following their exploits on the island during summer vacation, Class 3-E continues to sharpen their blades with their sights set on their teacher, the slippery Koro-sensei. They have more to worry about than just their teacher, however, as enemy assassins, both old and new, are out for the increased bounty on the octopus' head.

Moreover, their rivals in Class A, as well as Kunugigaoka Junior High's fearsome principal, stand to block Class E from achieving academic excellence. With all of these obstacles opposing them, the group must continue to work together in order to overcome their foes and accomplish their goal of successfully assassinating their teacher.

[Written by MAL Rewrite]",8.51,107.0,84,1191968,728625,white,2015-04-24T11:20:19+00:00,2022-03-22T13:48:01+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",25,"{'year': 2016, 'season': 'winter'}","{'day_of_the_week': 'friday', 'start_time': '01:25'}",manga,1380,pg_13,,"[{'id': 456, 'name': 'Lerche'}]","{'status': {'watching': '57058', 'completed': '948795', 'on_hold': '27864', 'dropped': '16460', 'plan_to_watch': '147184'}, 'num_list_users': 1197361}",84
14741,Chuunibyou demo Koi ga Shitai!,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/12/46931.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/12/46931l.jpg'}",2012-10-04,2012-12-20,"Everybody has had that stage in their life where they have thought themselves to be special, different from the masses of ordinary humans. They might go as far as seeing themselves capable of wielding mystical powers, or maybe even believe themselves to have descended from a fantasy realm. This ""disease"" is known as ""chuunibyou"" and is often the source of some of the most embarrassing moments of a person's life.

For Yuuta Togashi, the scars that his chuunibyou has left behind are still fresh. Having posed as the ""Dark Flame Master"" during his middle school years, he looks back at those times with extreme embarrassment, so much so that he decides to attend a high school far away where nobody will recognize him. Putting his dark history behind him, he longs to live a normal high school life.

Unfortunately, he hasn't escaped his past yet: enter Rikka Takanashi, Yuuta's new classmate and self-declared vessel of the ""Wicked Eye."" As this eccentric young girl crashes into Yuuta's life, his dream of an ordinary, chuunibyou-free life quickly crumbles away. In this hilarious and heartwarming story of a boy who just wants to leave his embarrassing memories behind, the delusions of old are far from a thing of the past.

[Written by MAL Rewrite]",7.73,1007.0,85,1190678,678318,white,2012-07-06T12:05:10+00:00,2022-03-22T11:36:24+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 36, 'name': 'Slice of Life'}]",12,"{'year': 2012, 'season': 'fall'}","{'day_of_the_week': 'thursday', 'start_time': '00:30'}",light_novel,1440,pg_13,"Chuunibyou demo Koi ga Shitai! won an honorable mention at the 2010 Kyoto Animation Awards. 
","[{'id': 2, 'name': 'Kyoto Animation'}]","{'status': {'watching': '47351', 'completed': '857415', 'on_hold': '27151', 'dropped': '29942', 'plan_to_watch': '229570'}, 'num_list_users': 1191429}",85
37510,Mob Psycho 100 II,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1918/96303.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1918/96303l.jpg'}",2019-01-07,2019-04-01,"Shigeo ""Mob"" Kageyama is now maturing and understanding his role as a supernatural psychic that has the power to drastically affect the livelihood of others. He and his mentor Reigen Arataka continue to deal with supernatural requests from clients, whether it be exorcizing evil spirits or tackling urban legends that haunt the citizens.

While the workflow remains the same, Mob isn't just blindly following Reigen around anymore. With all his experiences as a ridiculously strong psychic, Mob's supernatural adventures now have more weight to them. Things take on a serious and darker tone as the dangers Mob and Reigen face are much more tangible and unsettling than ever before.

[Written by MAL Rewrite]",8.81,28.0,86,1184430,728399,white,2018-03-18T10:14:35+00:00,2022-03-22T12:46:52+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 36, 'name': 'Slice of Life'}, {'id': 37, 'name': 'Supernatural'}]",13,"{'year': 2019, 'season': 'winter'}","{'day_of_the_week': 'monday', 'start_time': '23:00'}",web_manga,1440,pg_13,,"[{'id': 4, 'name': 'Bones'}]","{'status': {'watching': '68394', 'completed': '910542', 'on_hold': '15774', 'dropped': '6054', 'plan_to_watch': '188959'}, 'num_list_users': 1189723}",86
12189,Hyouka,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/13/50521.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/13/50521l.jpg'}",2012-04-23,2012-09-17,"High school freshman Houtarou Oreki has but one goal: to lead a gray life while conserving as much energy as he can. Unfortunately, his peaceful days come to an end when his older sister, Tomoe, forces him to save the memberless Classics Club from disbandment.

Luckily, Oreki's predicament seems to be over when he heads to the clubroom and discovers that his fellow first-year, Eru Chitanda, has already become a member. However, despite his obligation being fulfilled, Oreki finds himself entangled by Chitanda's curious and bubbly personality, soon joining the club of his own volition.

Hyouka follows the four members of the Classics Club—including Oreki's friends Satoshi Fukube and Mayaka Ibara—as they, driven by Chitanda's insatiable curiosity, solve the trivial yet intriguing mysteries that permeate their daily lives.

[Written by MAL Rewrite]
",8.1,439.0,87,1184201,528547,white,2011-11-29T04:15:34+00:00,2022-03-22T13:31:55+00:00,tv,finished_airing,"[{'id': 7, 'name': 'Mystery'}, {'id': 23, 'name': 'School'}, {'id': 36, 'name': 'Slice of Life'}]",22,"{'year': 2012, 'season': 'spring'}","{'day_of_the_week': 'monday', 'start_time': '00:00'}",novel,1539,pg_13,"The first episode received an early screening at a special event held at Kadokawa Cinema Shinjuku on April 14, 2012. The regular TV broadcast started on April 23, 2012. A live-action movie adaptation named Hyouka: Forbidden Secrets was also released on November 3, 2017 and distributed by Kadokawa Pictures.
","[{'id': 2, 'name': 'Kyoto Animation'}]","{'status': {'watching': '89173', 'completed': '640710', 'on_hold': '63704', 'dropped': '48604', 'plan_to_watch': '343011'}, 'num_list_users': 1185202}",87
26243,Owari no Seraph,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/5/73474.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/5/73474l.jpg'}",2015-04-04,2015-06-20,"With the appearance of a mysterious virus that kills everyone above the age of 13, mankind becomes enslaved by previously hidden, power-hungry vampires who emerge in order to subjugate society with the promise of protecting the survivors, in exchange for donations of their blood.

Among these survivors are Yuuichirou and Mikaela Hyakuya, two young boys who are taken captive from an orphanage, along with other children whom they consider family. Discontent with being treated like livestock under the vampires' cruel reign, Mikaela hatches a rebellious escape plan that is ultimately doomed to fail. The only survivor to come out on the other side is Yuuichirou, who is found by the Moon Demon Company, a military unit dedicated to exterminating the vampires in Japan.

Many years later, now a member of the Japanese Imperial Demon Army, Yuuichirou is determined to take revenge on the creatures that slaughtered his family, but at what cost?

Owari no Seraph is a post-apocalyptic supernatural shounen anime that follows a young man's search for retribution, all the while battling for friendship and loyalty against seemingly impossible odds.

[Written by MAL Rewrite]",7.49,1667.0,88,1138317,613769,white,2014-08-28T11:53:14+00:00,2022-03-22T13:43:09+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 38, 'name': 'Military'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}, {'id': 32, 'name': 'Vampire'}]",12,"{'year': 2015, 'season': 'spring'}","{'day_of_the_week': 'saturday', 'start_time': '22:00'}",manga,1437,r,"Owari no Seraph is an anime adaptation of Takaya Kagami's ongoing shounen manga of the same name. Kagami himself did script writing for the anime involving events that were not yet published in the source material. The anime is licensed by Funimation for both video and streaming in North America. The source material has also spawned several other adaptations including two different light novel series, a voice comic, two video games and a spin-off manga.","[{'id': 858, 'name': 'Wit Studio'}]","{'status': {'watching': '51169', 'completed': '819320', 'on_hold': '22500', 'dropped': '29631', 'plan_to_watch': '215808'}, 'num_list_users': 1138428}",88
9756,Mahou Shoujo Madoka★Magica,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/11/55225.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/11/55225l.jpg'}",2011-01-07,2011-04-22,"Madoka Kaname and Sayaka Miki are regular middle school girls with regular lives, but all that changes when they encounter Kyuubey, a cat-like magical familiar, and Homura Akemi, the new transfer student.

Kyuubey offers them a proposition: he will grant any one of their wishes and in exchange, they will each become a magical girl, gaining enough power to fulfill their dreams. However, Homura Akemi, a magical girl herself, urges them not to accept the offer, stating that everything is not what it seems.

A story of hope, despair, and friendship, Mahou Shoujo Madoka★Magica deals with the difficulties of being a magical girl and the price one has to pay to make a dream come true.

[Written by MAL Rewrite] ",8.36,188.0,89,1127631,653093,white,2010-10-30T01:01:31+00:00,2022-03-22T12:39:07+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 40, 'name': 'Psychological'}, {'id': 41, 'name': 'Suspense'}]",12,"{'year': 2011, 'season': 'winter'}","{'day_of_the_week': 'friday', 'start_time': '01:25'}",original,1449,pg_13,"Mahou Shoujo Madoka★Magica has garnered widespread critical acclaim, particularly in regards to its subversive approach toward the magical girl subgenre. In a 2012 interview, series writer Gen Urobuchi remarks that the original story was influenced by Hidamari Sketch, Magical Girl Lyrical Nanoha, and Le Portrait de Petite Cossette. 

The series has received various awards and nominations since its release. In 2011, it won the Grand Prize for Animation at the 15th Japan Media Arts Awards; the Television Award at the 16th Animation Kobe Awards; and 12 Newtype awards. In 2012, it won the 43rd Seiun Award for Best Media as well as the Television Award at the 11th Tokyo Anime Awards.

Released on Blu-ray and DVD in six volumes in Japan from April 27, 2011 to September 21, 2011, the anime was considered a commercial success, with each volume selling over 50,000 copies. It was also released in the same formats in North America by Aniplex from February 14, 2012 to June 12, 2012, spanning three volumes. The company later released a Blu-ray complete box set on September 27, 2016. The series has received multiple video game adaptations and cameos in other media.
","[{'id': 44, 'name': 'Shaft'}]","{'status': {'watching': '45496', 'completed': '803789', 'on_hold': '28254', 'dropped': '24446', 'plan_to_watch': '226609'}, 'num_list_users': 1128594}",89
37430,Tensei shitara Slime Datta Ken,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1694/93337.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1694/93337l.jpg'}",2018-10-02,2019-03-19,"Thirty-seven-year-old Satoru Mikami is a typical corporate worker, who is perfectly content with his monotonous lifestyle in Tokyo, other than failing to nail down a girlfriend even once throughout his life. In the midst of a casual encounter with his colleague, he falls victim to a random assailant on the streets and is stabbed. However, while succumbing to his injuries, a peculiar voice echoes in his mind, and recites a bunch of commands which the dying man cannot make sense of.

When Satoru regains consciousness, he discovers that he has reincarnated as a goop of slime in an unfamiliar realm. In doing so, he acquires newfound skills—notably, the power to devour anything and mimic its appearance and abilities. He then stumbles upon the sealed Catastrophe-level monster ""Storm Dragon"" Veldora who had been sealed away for the past 300 years for devastating a town to ashes. Sympathetic to his predicament, Satoru befriends him, promising to assist in destroying the seal. In return, Veldora bestows upon him the name Rimuru Tempest to grant him divine protection. 

Now, liberated from the mundanities of his past life, Rimuru embarks on a fresh journey with a distinct goal in mind. As he grows accustomed to his new physique, his gooey antics ripple throughout the world, gradually altering his fate.

[Written by MAL Rewrite]",8.13,400.0,90,1115486,662105,white,2018-03-07T06:14:23+00:00,2022-03-22T12:40:51+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 6, 'name': 'Demons'}, {'id': 10, 'name': 'Fantasy'}]",24,"{'year': 2018, 'season': 'fall'}","{'day_of_the_week': 'tuesday', 'start_time': '00:00'}",manga,1420,pg_13,,"[{'id': 441, 'name': '8bit'}]","{'status': {'watching': '102076', 'completed': '823312', 'on_hold': '22989', 'dropped': '25648', 'plan_to_watch': '147016'}, 'num_list_users': 1121041}",90
13759,Sakura-sou no Pet na Kanojo,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/4/43643.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/4/43643l.jpg'}",2012-10-09,2013-03-26,"At Suimei High, the Sakura-sou dormitory is infamous for housing the school's most notorious delinquents. Thus, when the relatively tame Sorata Kanda is transferred to the dorm, escaping this insane asylum becomes his foremost goal. Trapped there for the time being, he must learn how to deal with his fellow residents, including bubbly animator Misaki Kamiigusa, charming playboy writer Jin Mitaka, and the ever-reclusive Ryuunosuke Akasaka. Surrounded by weirdness, Sorata frequently finds respite in his interactions with his one ""normal"" friend, aspiring voice actress Nanami Aoyama.

When Mashiro Shiina—a new foreign exchange student—joins the dormitory, Sorata is instantly enraptured by her beauty. Underneath her otherworldly appearance, Mashiro is an autistic savant, capable of world-renowned brilliance in her art, yet unable to perform simple daily tasks. After Sorata ends up in charge of taking care of Mashiro, the two inevitably grow closer, with Sorata's initial desire to escape the dormitory becoming a forgotten goal.

Despite their eccentricities, every resident is incredible in their own field, leaving Sorata to contend with his own lack of any particular skill. With brilliance all around him, he thus strives to become an equal to their talent. Revolving around the hardships and joys of its colorful cast, Sakura-sou no Pet na Kanojo is a heartwarming coming-of-age tale of friendship, love, ambition, and heartbreak—through the lens of an ordinary person surrounded by the extraordinary.

[Written by MAL Rewrite]
",8.12,408.0,91,1110982,622766,white,2012-04-08T20:17:41+00:00,2022-03-22T13:48:09+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 36, 'name': 'Slice of Life'}]",24,"{'year': 2012, 'season': 'fall'}","{'day_of_the_week': 'tuesday', 'start_time': '00:30'}",light_novel,1420,pg_13,Sakurasou no Pet na Kanojo adapts the first 6 novels and part of the 7th novel of Hajime Kamoshida's light novel series of the same title.,"[{'id': 7, 'name': 'J.C.Staff'}]","{'status': {'watching': '55698', 'completed': '775215', 'on_hold': '32163', 'dropped': '30219', 'plan_to_watch': '218364'}, 'num_list_users': 1111659}",91
6880,Deadman Wonderland,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/9/75299.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/9/75299l.jpg'}",2011-04-17,2011-07-03,"It looked like it would be a normal day for Ganta Igarashi and his classmates—they were preparing to go on a class field trip to a certain prison amusement park called Deadman Wonderland, where the convicts perform dangerous acts for the onlookers' amusement. However, Ganta's life is quickly turned upside down when his whole class gets massacred by a mysterious man in red. Framed for the incident and sentenced to death, Ganta is sent to the very jail he was supposed to visit. 

But Ganta's nightmare is only just beginning. 

The young protagonist is thrown into a world of sadistic inmates and enigmatic powers, to live in constant fear of the lethal collar placed around his neck that is slowed only by winning in the prison's deathly games. Ganta must bet his life to survive in a ruthless place where it isn't always easy to tell friend from foe, all while trying to find the mysterious ""Red Man"" and clear his name, in Deadman Wonderland.

[Written by MAL Rewrite]",7.17,3064.0,92,1104500,610401,white,2009-07-27T01:15:21+00:00,2022-03-22T12:11:10+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 14, 'name': 'Horror'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",12,"{'year': 2011, 'season': 'spring'}","{'day_of_the_week': 'sunday', 'start_time': '01:00'}",manga,1467,r,"Deadman Wonderland adapts the first 5 volumes of Kazuma Kondou's and Jinsei Kataoka's manga series of the same name. Some characters from the manga were not featured in the anime, notably the then minor character Azami Midou and the gay crossdressing character Masaru Sukegawa.","[{'id': 32, 'name': 'Manglobe'}]","{'status': {'watching': '40994', 'completed': '792732', 'on_hold': '27152', 'dropped': '36024', 'plan_to_watch': '208542'}, 'num_list_users': 1105444}",92
10793,Guilty Crown,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/8/33713.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/8/33713l.jpg'}",2011-10-14,2012-03-23,"On December 24, 2029—the day colloquially known as the ""Lost Christmas""—the Apocalypse Virus spread across Japan, bringing death to its citizens and plunging the country into utter chaos. In an effort to establish order, the United Nations sends the GHQ to assist with the crisis by containing the outbreak while removing all political autonomy in the process. A decade later, the country still lives under their control, unable to break free from their draconian rule.

Frustrated with the state of the nation, a resistance group named the Funeral Parlor aims to liberate Japan from the GHQ. Led by the charismatic Gai Tsutsugami, the group plots to steal a vial containing the ""Void Genome"" to further their goals. The vial falls into the hands of internet vocalist Inori Yuzuriha, who ends up being hunted by the GHQ's Anti-Bodies forces. Having nowhere to go, she seeks refuge in a warehouse where she meets Shuu Ouma—a socially awkward high school student who is a huge fan of her music.

Shuu gets dragged into the conflict the moment he rescues Inori, and the Void Genome shatters in his hand, granting him the ""Power of the Kings."" While learning how to control his grand new ability, Shuu must now fight to liberate Japan from its cruel oppressors.

[Written by MAL Rewrite]
",7.45,1819.0,93,1101991,561607,white,2011-06-08T21:16:25+00:00,2022-03-22T08:16:52+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 18, 'name': 'Mecha'}, {'id': 22, 'name': 'Romance'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 31, 'name': 'Super Power'}]",22,"{'year': 2011, 'season': 'fall'}","{'day_of_the_week': 'friday', 'start_time': '01:15'}",original,1440,r,"The first two episodes of Guilty Crown were screened at the New York Anime Festival on October 15, 2011. The screening of the second episode was a world premiere as the episode did not air in Japan until October 20, 2011.

","[{'id': 10, 'name': 'Production I.G'}]","{'status': {'watching': '52972', 'completed': '711190', 'on_hold': '36646', 'dropped': '57597', 'plan_to_watch': '244267'}, 'num_list_users': 1102672}",93
